id,label,statement,check_worthiness
3558.json,3,The benefits that were offered to me as a congressman dont even compare to the benefits that you get as a state employee. I just experienced that myself. Theyre not nearly as good.,0.0
291.json,3,"I believe, Senator Clinton, you've raised more money from those people (the oil and gas industry) than any candidate, Democrat or Republican.",0.0
697.json,3,I will keep taxes low and cut them where I can. My opponent will raise them.,0.0
4663.json,3,Our president has labeled Americans as soft.,0.0
8140.json,3,We need to pass a carbon tax to stop climate change. Break up the Wall Street banks. And stop the government spying on innocent Americans. Cory Booker doesnt support any of these ideas.,0.0
3007.json,3,On whether the state should ramp up borrowing to build roads.,0.0
5265.json,3,Ive never voted for a Democrat when there was a Republican on the ballot.,0.0
654.json,3,"Whether in Illinois or Washington, Barack Obama has bridged partisanship to bring about significant reform.",0.0
4646.json,3,"Says these Jersey Shore folks, theyre from New York.",0.0
7727.json,3,"For people with insurance, the only impact of the health care law is that their insurance is stronger, better and more secure than it was before. Full stop. Thats it. They dont have to worry about anything else.",0.0
8274.json,3,Ive never supported legislation that invades peoples choices about contraception.,0.0
6685.json,3,"Says Sierra Club sued him to stop oil and gas activity on Texas coast, but we won and the turtles are fine.",0.0
1853.json,3,"The Democrats have over 20 field agents to our zero.""",0.0
10670.json,3,SaysBarack Obama voted for the very same language ofIndianas Religious Freedom Restoration Act when he was in the Illinois state Senate. Sexual orientation doesnt have anything to do with this law.,0.0
1404.json,3,On abortion rights.,0.0
9528.json,3,The Export-Import Bank doesnt cost taxpayers anything.,0.0
12175.json,3,Weve rebuilt China.,0.0
12345.json,3,On supporting the eventual Republican presidential nominee,0.0
8237.json,3,On support for Ted Cruz,0.0
5058.json,3,We dont take a dime from D.C. lobbyists or special-interest PACs -- never have and never will.,0.0
5229.json,3,"When I was fighting against cap and trade, the speaker was sitting down with Nancy Pelosi on a sofa encouraging it.",0.0
7635.json,3,"When the NECAP proficiency test is re-given to the kids the second and third time, harder questions are taken out.",0.0
12510.json,3,On his support for Donald Trump.,0.0
4699.json,3,"We are the poster child for compliance, and whenever we discover possible infractions we resolve and report it to the NCAA no matter how minor the violations.",0.0
3819.json,3,On whether judges should be allowed to place children with gay couples who wish to adopt.,0.0
7399.json,3,"Says he has repeatedly praised Chuck Hagels character, patriotism, bravery, and personal service defending our nation.",0.0
307.json,3,"Hillary Clinton wants to ""wave the white flag of surrender and set a date for withdrawal.""",0.0
5981.json,3,On transportation financing,0.0
7615.json,3,"The city of Nelson, Ga., is quieter than Mayberry.",0.0
10299.json,3,On timing of right to work legislation,0.0
7314.json,3,Says Oak Grove is one of the largest cities in Oregon and is the biggest city in Clackamas County and its not a city.,0.0
232.json,3,"I'm prolife. I'm not going to apologize for becoming prolife. Ronald Reagan followed that same course, as did Henry Hyde and George Herbert Walker Bush. And I'm proud to be prolife.",0.0
6698.json,3,"After hearing the frustrations parents and teachers have with the FCAT, next year we begin improving our testing system.",0.0
3532.json,3,On running for Senate if Jim Webb retires.,0.0
11145.json,3,Says Donald Trump is for a single-payer health care system.,0.0
10615.json,3,On support for ethanol mandates,0.0
7487.json,3,"When the presidents spokesman was asked about (Anwar) al-Awlakis son, he said he should have chosen a more responsible father.",0.0
1685.json,3,I don't answer hypotheticals.,0.0
1203.json,3,On whether he would put a missile shield in Poland.,0.0
13300.json,3,Says Hillary Clinton wanted the wall.,0.0
2325.json,3,On bringing casino gambling and other gaming to Georgia,0.0
9555.json,3,Says Mark Warner has supported Harry Reid down the line.,0.0
8264.json,3,On support for a military strike on Syria,0.0
164.json,3,I've got the most international experience here.,0.0
905.json,3,The biggest job of the surgeon general is to translate health care and health care needs into plain English.,0.0
9496.json,3,I dont own a single stock or bond I have no savings accounts.,0.0
2664.json,3,Mr. Hurt would re-open that darn (Medicare) doughnut hole.,0.0
838.json,3,We are within the margin of error.,0.0
6204.json,3,"By eliminating the public intervenors office, I was the first one to fire Kathleen Falk.",0.0
9979.json,3,On opposing legislation that would take away existing health care plans.,0.0
11743.json,3,We have completely turned our economy around.,0.0
9173.json,3,Says restoring Georgia pre-k to a 180-day program was a real result of his leadership.,0.0
1401.json,3,"Governor (Perry), you were a Democrat, having worked for Al Gore as his campaign manager...",0.0
3269.json,3,The federal government regulates the holes in Swiss cheese.,0.0
589.json,3,"In the wake of hurricanes Katrina and Rita, offshore drilling ""did not cause any real difficulties.""",0.0
3779.json,3,750 days since Bill Nelson the Democrats in the Senate passed a budget. How can this be justified?,0.0
995.json,3,On torture.,0.0
8697.json,3,Im ninth generation from New Hampshire.,0.0
2404.json,3,Deepwaters own testimony . . . is they said theyll create six jobs.,0.0
7429.json,3,What concerns me is there is only two sentences that have been written about minority business.,0.0
1934.json,3,"If the Republicans were the majority, (Rep. Barton) would have actually the gavel and the chairmanship.",0.0
583.json,3,"We now have a pro-American president in France, which shows if you live long enough, anything can happen in this world.",0.0
4582.json,3,Says he never called teachers thugs and has said nothing but great things about them during the fight over his curbs on unions,0.0
1786.json,3,On the Arizona immigration law.,0.0
601.json,3,On offshore drilling.,0.0
12066.json,3,Roy Cooper wont say how he will pay for free college tuition.,0.0
11551.json,3,Income inequality seems to be worst in cities run by Democrats.,0.0
168.json,3,My husband has not withheld a single document.,0.0
11696.json,3,"Regarding the USA Freedom Act, There is nothing we are allowed to do under this bill that we could not do before.",0.0
6307.json,3,On suspending system development charges for two years.,0.0
8382.json,3,On responding to chemical weapon use in Syria,0.0
9988.json,3,On the economic stimulus.,0.0
2080.json,3,Were not engaged in nation-building in Afghanistan.,0.0
11889.json,3,Im self-funding my own campaign.,0.0
5430.json,3,Its going to be harder to vote in Virginia than it is now to buy a gun...,0.0
7631.json,3,Says PETA is using this really fancy drone to follow hunters around in some places in other countries.,0.0
2216.json,3,On whether to eliminate the state income tax.,0.0
5927.json,3,On gun policy,0.0
250.json,3,"He's a good man but he's a pro-life liberal. He's right on the pro-life part, but he's a liberal.",0.0
1597.json,3,St. Pete Beachs experiences are a fair example of what could happen if Amendment 4 passes.,0.0
8053.json,3,Portland Bureau of Transportation barely break(s) even ticketing motorists.,0.0
12172.json,3,I have now put out all of my emails.,0.0
7095.json,3,There is no reason to allocate 60 percent of bridge space to satisfy two percent of all travelers.,0.0
1709.json,3,On running for the U.S. Senate as an independent.,0.0
11901.json,3,Says Sen. Bernie Sanders has called President Barack Obama weak. Hes called him a disappointment.,0.0
10107.json,3,Says abill he vetoed to give driver licenses to certain immigrants known as Dreamers would havechanged nothing.,0.0
1134.json,3,I just want to assure [you] were not talking about cutting Medicare benefits.,0.0
13452.json,3,Anyone who knows you can just look it up to see if you voted.,0.0
10743.json,3,Medicaid expansion isnt necessarily a very popular issue on the street.,0.0
577.json,3,"Obama ""voted against funding our troops.""",0.0
2188.json,3,People come here to have babies. They come here to drop a child. Its called drop and leave.,0.0
364.json,3,I want to freeze interest rates for five years.,0.0
2193.json,3,"In my attorney generals office, weve cut the budget 18 percent.",0.0
770.json,3,"As mayor, every year I was in office I did reduce taxes.",0.0
353.json,3,"On issue after issue that really were hard to explain or understand, you voted present . . . And anytime anyone raises that, there's always some kind of explanation.",0.0
392.json,3,I helped to bring peace to Northern Ireland.,0.0
4118.json,3,Georgias illegal-immigration legislation simply follows existing federal law.,0.0
819.json,3,"Barack Obama will ""raise Social Security taxes.""",0.0
2038.json,3,To say a family has to buy a product from a private company is clearly beyond the delegated powers of the U.S. Constitution.,0.0
4221.json,3,"If the debt ceiling is surpassed, our nation will not go into default as some suggest.",0.0
185.json,3,America never made up for the gutting of the intelligence services that Bill Clinton did. I think those are (former CIA director George) Tenet's words ... that Bill Clinton gutted American intelligence.,0.0
4397.json,3,We [the city of Atlanta] are overbuilt on housing.,0.0
4797.json,3,Solyndrahad robots that whistled Disney songs. Im not kidding.,0.0
7660.json,3,The immigration proposal from the Gang of Eight is not amnesty.,0.0
11216.json,3,"Zero Planned Parenthood facilities are licensed to do mammograms. Planned Parenthood, women dont need you!",0.0
9570.json,3,Another great endorsement! Barrow Journal explains the difference between me and Jody Hice.,0.0
7757.json,3,Says The idea of one casino per tribe is a false one.,0.0
10848.json,3,On whether the Iraq War was a mistake.,0.0
2334.json,3,On hearings about automatic citizenship provision in U.S. Constitution.,0.0
730.json,3,"John McCain would ""reduce oversight of health insurance.""",0.0
11102.json,3,One of the reasons I believe were in trouble in Yemen is we lost the population on drone strikes issues. Thats what stirred up the population. Thats what is happening in Yemen.,0.0
5040.json,3,On instances when abortions should be allowed.,0.0
3519.json,3,"Says a photo ID voting law in Georgia didnt dissuade black voters from participating in voting. It hasnt, it doesnt, and apparently, if you do cause and effect in that state, its been helpful.",0.0
10564.json,3,"At this particular point in time, looking at the field, theres only one individual thats ever had the uniform of his country onand thats me.",0.0
4077.json,3,"Lets say (Republicans) take away half of our delegates. Theyre worth more than Iowas, New Hampshires and almost South Carolinas combined.",0.0
978.json,3,On the propriety of budget reconciliation.,0.0
9584.json,3,I created the school choice program.,0.0
6407.json,3,"When I left the Senate, we were on a trajectory towards a balanced budget.",0.0
11859.json,3,I waited until (the Trans-Pacific Partnership trade agreement) had actually been negotiated before deciding whether to endorse it.,0.0
4728.json,3,Because of Barack Obama the mission in Iraq ended.,0.0
11064.json,3,Limberbutt McCubbins (a five-year-old cat) is a candidate in the 2016 presidential election.,0.0
103.json,3,I have not changed my position on the (gay) marriage amendment or anything else related to marriage.,0.0
1088.json,3,On a single-payer health care system.,0.0
626.json,3,"McCain's attacks on Obama are 'not true,' 'false,' 'baloney,' according to media outlets.",0.0
818.json,3,The accuracy of the Obama tax calculator,0.0
11412.json,3,Pollsters saydont actually believe our own data and Gallup stopped primary polling because they dont trust their methodology.,0.0
9985.json,3,Says personhood legislation she sponsored would not have restricted access to reproductive services and was simply a statement that I support life.,0.0
816.json,3,On which team hes rooting for in the World Series.,0.0
8567.json,3,"Says Thomas Jefferson said, You might be able to fool the people for awhile, and they may go astray, but sooner or later the American people are going to wake up and they will correct the course.",0.0
2277.json,3,On running a civil and polite campaign.,0.0
3869.json,3,"When the union says I want to eliminate tenure, thats not true.",0.0
2844.json,3,On his half pay pledge.,0.0
11796.json,3,Says a Ted Cruz ad has got me bull-dozing down a house.I never bulldozed it down. Its false advertising.,0.0
422.json,3,"I did very well with young people in Ohio, Massachusetts, California.",0.0
729.json,3,On whether the government should bail out insurance giant AIG.,0.0
5536.json,3,Says my plan is a property tax cut.,0.0
12787.json,3,Not one American flag on the massive stage at the Democratic National Convention until people started complaining- then a small one. Pathetic.,0.0
7598.json,3,"Opponents of Section 5 (of the Voting Rights Act) complain of state expense, yet their only cost is the paper, postage and manpower required to send copies of legislation to the federal government for review.",0.0
12026.json,3,On ending stop and frisk,0.0
2337.json,3,Jennifer Carrolls an outsider.,0.0
4715.json,3,"Says Mitt Romneys housing policy is, Dont try and stop the foreclosure process. Let it run its course and hit the bottom.",0.0
1810.json,3,On the National Animal Identification System.,0.0
5910.json,3,"Says I am happy to decline PERS so that the County can save over $68,000 over a four year term that would have been paid on my behalf.",0.0
2596.json,3,Says Chris Dudley thinks Oregons minimum wage is too high.,0.0
92.json,3,It doesn't make sense to me to send $1-billion a day out of our country. We can be energy independent and should be.,0.0
12037.json,3,"Says Barack Obama has the legal authority to let in really however many refugees he wants, from whatever country.",0.0
8689.json,3,There never really was a Hastert Rule.,0.0
12720.json,3,Says (Clinton) called President Assad a reformer. She called Assad a different kind of leader.,0.0
2394.json,3,Roy Barnes is like Barack Obama because theyre both doing a lot of apologizing.,0.0
2774.json,3,On toll roads.,0.0
6900.json,3,Says shes never said dont build Texas 45 Southwest.,0.0
3471.json,3,On his support for sharply limiting collective bargaining by public employees.,0.0
3500.json,3,Says David Prosser = Scott Walker.,0.0
2217.json,3,We know that tax cuts are remarkably un-stimulative when you compare them with different kinds of government spending.,0.0
12168.json,3,Expanding the sale of full-strength beer and wine to grocery stores isgood for everybody.,0.0
8552.json,3,Obamacare was the Republican plan in the early 90s.,0.0
1652.json,3,On recess appointments.,0.0
609.json,3,On offshore drilling.,0.0
