id,label,statement,check_worthiness
10346.json,2,"Regarding sexual assault against women, Its actually safer not to be in college than it is to be in college.",0.0
3142.json,2,The economy we preside over today is better than the one we inherited.,0.0
12878.json,2,Says Rep.Mike Coffman istheone who said he would support Trump.,0.0
3498.json,2,"Public sentiment in favor of collective bargaining and in favor of the unions has actually gone up as these governors, I think, have overreached and gone too far and tried to destroy the labor movement.",0.0
12039.json,2,"Regarding her State Department email practices, my predecessors did the same thing.",0.0
8078.json,2,Says the reasoning behind Portlands high water and sewer rates is all kinds of pet projects unrelated to the core function of the water and sewer bureaus,0.0
202.json,2,"No, I did not (have illegal immigrants working at his mansion).",0.0
2333.json,2,Ron Johnson is willing to hand over the Great Lakes to the oil companies.,0.0
11815.json,2,I have not insulted Donald personally.,0.0
1922.json,2,"Rob Teilhet, Just another career politician.",0.0
5111.json,2,Whats clear is (Romney) likes firing people.,0.0
10900.json,2,"You dont have to be as smart as a fifth-grader to know what causes the climate is the sun. The sun. I have people tell me, Carbon dioxide warms the Earth. No, it doesnt. The sun warms the Earth.",0.0
13239.json,2,"Stopped by Smiley Cookie to pick up some great cookies for the family, along with Rudy.",0.0
2680.json,2,"Charlie Crist attacks me for positions he held, like, six months ago, (when) he was running in the Republican primary.",0.0
11871.json,2,Tell me what Madeleine Albrights position was on the War on Iraq. I wouldnt be surprised if she supported it.,0.0
7918.json,2,The IRS scandal clearly showed some criminal behavior.,0.0
8500.json,2,"The insurance companies are making that choice (to cancel or change policies), not the president.",0.0
8867.json,2,I always supported civil unions.,0.0
2002.json,2,"Im running against a groundhog. He saw his shadow on the primary day, and no one has seen him since.",0.0
8561.json,2,The (health care) law does not demand that all of these cancellations go out.,0.0
4049.json,2,Voted the best specialty plate in America,0.0
7315.json,2,Says Chuck Hagel has called for an end to our nuclear program.,0.0
2286.json,2,The seed of Muslim is passed through the father.,0.0
163.json,2,She hasn't run a corner store. She hasn't run a state. She hasn't run a city. She has never run anything.,0.0
2430.json,2,Austin politicians want to cram more kids into classrooms so they dont have to make the tough decisions to balance the budget.,0.0
7045.json,2,Says opponent Chad Chadwell wants condom techniques demonstrated to your children.,0.0
10234.json,2,Says Jonathan Gruber was some adviser who never worked on our staff.,0.0
519.json,2,Ive supported every investigation (into Hurricane Katrina) and ways of finding out how what caused the tragedy. Ive met with people on the ground. Ive met with the governor.,0.0
754.json,2,"Barack Obama ""pays for every dime"" of his spending plans.",0.0
12197.json,2,"Says Hillary Clinton has been saying lately that she thinks that I am, not qualifiedto be president.",0.0
10605.json,2,"The Iranian parliament will get to say yes or no on this deal, and I think the United States Congress should have the exact same input into the process.",0.0
3285.json,2,"When it comes to urgency on passing a budget repair bill, theres no rush on this thing because the fiscal year doesnt end until June 30, 2011.",0.0
9117.json,2,No one claims the report vindicating New Jersey Gov. Chris Christie in the bridge scandal is conclusive.,0.0
13231.json,2,I was gone when there was a red line against Syria.,0.0
2585.json,2,Delaware Democratic Senate candidate Chris Coons thought that a 911 call should be taxed.,0.0
13125.json,2,I did not I did not I do not say that. I do not say that climate change is a hoax perpetrated by the Chinese.,0.0
9141.json,2,If you want out of the individual mandate... all you have to do now is tick off the box that says hardshipand youre out.,0.0
487.json,2,"The White House is won in the swing states, and I am winning the swing states.",0.0
12650.json,2,You know what (Saddam Hussein) did well? He killed terrorists.,0.0
7676.json,2,"If an individual is determined to commit suicide, the availability of a gun is not a factor because they will find a way.",0.0
275.json,2,"We haven't built a refinery, I think, in 30 years.",0.0
9388.json,2,Says he never wanted to raise the debt ceiling.,0.0
1514.json,2,Bill McCollum said tax cuts don't work.,0.0
5640.json,2,Says a Barack Obama black imposter joke got a standing ovation at San Angelo rodeo.,0.0
1290.json,2,"A president must ""obtain Congress' consent before formally accepting the Nobel Prize.""",0.0
3330.json,2,Says Tri-Rail shows the potential problems with investing in high-speed rail.,0.0
9227.json,2,Says he hasnt changed his view on abortion restrictions.,0.0
10466.json,2,"The reason we even have colleges is that at some point there were politicians who said, You know what? We should start colleges.",0.0
9788.json,2,Ive been here almost every day.,0.0
