id,label,statement,check_worthiness
7281.json,5,"Says his elections proposal would allow a potential of 168 hours (of early voting), which I think is the most weve ever had.",0.0
1788.json,5,"Bill McCollum explained his lack of action on mortgage fraud by saying, ""You can't do everything.""",0.0
10408.json,5,America is No. 1one in oil and gas.,0.0
3014.json,5,I never proposed privatizing the (Milwaukee County) airport.,0.0
2402.json,5,Ed Schultz said Alan Grayson is what its all about.,0.0
95.json,5,I opposed this war from the beginning. I opposed the war in 2002. I opposed the war in 2003. I opposed it in 2004 and 2005 and 2006.,0.0
608.json,5,"We could save all the oil that they're talking about getting off drilling, if everybody was just inflating their tires and getting regular tune-ups.",0.0
2295.json,5,On the mosque near ground zero.,0.0
6519.json,5,Mitt Romney says class sizes dont matter.,0.0
10022.json,5,My office sends federal money back every year.,0.0
6707.json,5,"We just dont want to get to be like Louisiana, where you have drive-up daiquiri shops.",0.0
604.json,5,On a timetable to withdraw from Iraq.,0.0
3843.json,5,It is a greater crime to have an untagged alligator than to host an open house party (for kids).,0.0
181.json,5,"Well, you know, the Teamsters wanted to drill in Alaska. I voted against drilling in Alaska. So it's not like I'm a slam dunk on every issue.",0.0
11920.json,5,Says Donald Trump supported impeachment of President (George W.) Bush.,0.0
106.json,5,"Look, I believe in accountability. In 1983, I led the effort in Arkansas to improve our schools.",0.0
4133.json,5,I did not vote to spend money to fight that (Amendment 6 redistricting) lawsuit.,0.0
1180.json,5,"The claim ... that we plan to set up panels of bureaucrats with the power to kill off senior citizens ... is a lie, plain and simple.",0.0
9631.json,5,On immigration reform,0.0
9000.json,5,"American Hustleshows the FBI making real-life bribes to Washington politicians. I know, because as your U.S. senator, I turned them down.",0.0
2093.json,5,I never called for a partition of Iraq.,0.0
1014.json,5,The president of the United States ... agrees with me that marriage should be between a man and a woman.,0.0
958.json,5,I don't do earmarks. I've never done one. I'm not going to do one.,0.0
4290.json,5,The governor having a meeting ... isnt covered by the open meetings act.,0.0
2902.json,5,On offshore oil drilling.,0.0
1993.json,5,"Georgia has the most restrictive ballot access laws in the country.	elections	mary-n			independent	0	0	0	0	0	a television interview
3666.json	false	On whether the federal debt limit should be raised	federal-budget	barack-obama	President	Illinois	democrat	70	71	160	163	9	an interview with George Stephanopoulos
4608.json	half-true	When George W. Bush was governor of Texas, the percentage uninsured went down. Under his successor, Rick Perry, its gone up.	children,health-care,new-hampshire-2012	mitt-romney	Former governor	Massachusetts	republican	34	32	58	33	19	a Republicam debate in Hanover, N.H.
11023.json	false	Says his book,The Art of the Deal,is the No. 1 selling business book of all time.	candidates-biography,job-accomplishments	donald-trump	President-Elect	New York	republican	63	114	51	37	61	remarks on CNN.
2096.json	half-true	Democrats in the 1930s wanted President Franklin Roosevelt to be more conservative.	history,pundits,abc-news-week	george-will	Columnist	Maryland	columnist	7	6	3	5	1	a roundtable discussion on ABC's This Week
12853.json	true	Says Danny Tarkanian wants to defund Planned Parenthood and would outlaw a womans right to choose, even in cases of rape or incest.	abortion	jacky-rosen		Nevada	democrat	0	0	0	0	0	a press release.
12670.json	pants-fire	Condemning violence against the police and urging support for the police is markedly absent from President Barack Obamas public remarks.	criminal-justice	william-johnson			organization	0	0	0	0	1	an interview on Fox News
1508.json	half-true	Florida leads the nation in elected officials charged with crimes.""",0.0
2214.json,5,Ive taken on the federal government and won.,0.0
8152.json,5,Why didnt (uninsured Americans) buy insurance? Because of the expense.,0.0
780.json,5,I have disagreed strongly with the Bush administration on this issue of global warming.,0.0
2213.json,5,Ive even cut my own salary -- twice.,0.0
285.json,5,(My dad) used to campaign against the gas-guzzling dinosaurs.,0.0
412.json,5,I am a candidate. I have not withdrawn.,0.0
4556.json,5,"Legally, it doesnt make any difference which state district you live in when running for Congress.",0.0
751.json,5,"The average South Korean is3 inches taller than the average North Korean, a huge gulag.",0.0
7446.json,5,"Says that except for foreign policy, Ron Pauls voting record and his voting record are virtually identical.",0.0
5045.json,5,"By the way, Im not raising tolls 50 percent....Jon Corzine did.",0.0
283.json,5,The fact is it's not amnesty.,0.0
7112.json,5,Says Fran DeWines made-from-scratch dinner rolls are a delicious favorite in a traditional Thanksgiving dinner.,0.0
7945.json,5,Says proposed teacher contract would layer on more restrictive rules.,0.0
1764.json,5,"If you will go look up the definition of act of God, weve used it in legal terms for a long time in this state.",0.0
23.json,5,"At least Obama didn't marry his cousin, as Giuliani did.",0.0
12874.json,5,Says the media distortedwhat happened with a baby at his rally.,0.0
122.json,5,"This (SCHIP) is socialized medicine. It is going to go to families that make $60,000 a year. Those aren't poor children.",0.0
1949.json,5,"The national debt ""has gone up by $1,729,000,000 during the Isner v. Mahut match.""",0.0
3804.json,5,Sometimes I was the only no vote on the entire board.,0.0
5607.json,5,"When we passed (the stand your ground law), we said it portends horrific events when peoples lives were put into these situations.",0.0
11790.json,5,Anyone can die of a toothache.,0.0
6303.json,5,Says Jim Frishe wanted to tax us for doing our taxes through an accountant.,0.0
8496.json,5,Rand Pauls speech ... on Gattaca was totally ripped off of Wikipedia.,0.0
1201.json,5,"Mathematically, the White Sox can still get in the playoffs.",0.0
20.json,5,I'm for a three-state political solution in Iraq. (Romney) is not.,0.0
10684.json,5,Says he paid one dollar for a sweater at Kohls.,0.0
3077.json,5,On whether the state should privatize the Ohio Turnpike.,0.0
423.json,5,McCain opposes a woman's right to choose.,0.0
4389.json,5,I became a Republican sooner in my life than Ronald Reagan did in his.,0.0
1647.json,5,On oil drilling,0.0
2937.json,5,I think [a little] less than half of the people in our prisons are in there for less than a year. ... We have people who are check kiters and dont pay child support and we are locking them up in the state pen.,0.0
1649.json,5,Farouk is on fire.,0.0
7546.json,5,The hole in the earth thats going to be dug (for the proposed Gogebic mine) is bigger than my entire district.,0.0
1130.json,5,"The health care plan for members of Congress ""is no better than the janitor who cleans their offices.""",0.0
1658.json,5,Snitker has been virtually ignored by the major media.,0.0
1135.json,5,Health care reform will not affect veterans' benefits.,0.0
4271.json,5,"Certainly were going to be the most restrictive state in the land in terms of who can get medical marijuana, how it will be prescribed and how it will be achieved in terms of moving it into the marketplace.",0.0
4755.json,5,The problem with invasive species today in the Great Lakes isnt ballast water.,0.0
8477.json,5,Most voters prefer zombies to the current U.S. Congress.,0.0
7119.json,5,Says Delta Air Lines has once again broken a promise they made to me and to the people of Memphis.,0.0
695.json,5,"Senate Majority Leader Harry Reid ""said, quote, 'I can't stand John McCain.' """,0.0
10129.json,5,Governor Carcieri has not been campaigning with me.,0.0
3742.json,5,Were within 600 miles of 60 percent of America. Were in a perfect location.,0.0
5353.json,5,We arent the only state cutting back on public television.,0.0
5787.json,5,The Buffett Rule will bring in less than $5 billion per year. ... Enough to pay one weeks interest on the national debt.,0.0
3384.json,5,We ... sold the state airplanes as I had promised.,0.0
220.json,5,This guy didn't even support Ronald Reagan.,0.0
104.json,5,I don't think that Rudy or Fred or John McCain support the marriage amendment.,0.0
13322.json,5,"Says Ted Strickland in this campaign bragged about his A-plus rating with the NRA. ... He has said he has a mixed and spotty record on this issue and that he can be criticized for it. Those are his words, not mine. So I dont know where he is on this issue.",0.0
1701.json,5,I never had a filibuster-proof Senate.,0.0
4759.json,5,Ilana Shafran Mandels stake in Forest City Enterprises constitutes significantly less than 1 percent of the companys shares and any implication of a conflict of interest is legally incorrect.,0.0
6146.json,5,"Gov. Romney was very clear, he would veto the DREAM Act.",0.0
8712.json,5,The commission form of government is definitely losing favor in the United States.,0.0
2656.json,5,Says Ron Johnson likes to say there are too many lawyers in the Senate 57. Hed be the 70th millionaire.,0.0
2016.json,5,Weare picking up oil with shovels and paper and plastic bags.,0.0
11863.json,5,Owen in MA vs. Owen in RI Advantage:Rhode Island.,0.0
5029.json,5,Says Ron Paul doesnt believe in marriage licenses.,0.0
4143.json,5,On opposition to earmarks,0.0
1997.json,5,I have filed every disclosure that has ever been required.,0.0
1858.json,5,"For now, we are still below average in the metro region.",0.0
11972.json,5,Building a wall on the U.S.-Mexico border will take literally years.,0.0
948.json,5,The president campaigned against this type of legislation.,0.0
2547.json,5,I said no to these big bank bailouts.,0.0
384.json,5,John McCain says it's okay with him if the U.S. spends the next thousand years in Iraq.,0.0
4353.json,5,Rooting for the Red Sox is like rooting for the drug companies.,0.0
8673.json,5,"Whether the Amendment passes or not, the medical use of marijuana is a federal criminal offense.",0.0
582.json,5,"For at least a year now, I have called for two additional brigades, perhaps three.",0.0
2986.json,5,The Milwaukee business community did not speak about the facts -- and in support of train manufacturer Talgo -- as the Milwaukee-Madison rail link was being killed.,0.0
6678.json,5,"The Senate has not passed a budget in more than three years, not a good budget, not a bad budget, no budget.",0.0
9192.json,5,Says Charlie Crist implemented Jeb Bushs A+ Plan.,0.0
9151.json,5,"When people enter the service, theres not a mental health evaluation.",0.0
11761.json,5,Says Marco Rubio knows full well I voted for his amendment to increase military spending to $697 billion.,0.0
340.json,5,One man sacrificed for his country. One man opposed a flawed strategy in Iraq. One man had the courage to call for change. One man didn't play politics with the truth. One man stands up to the special interests.,0.0
