id,label,statement,check_worthiness
12048.json,4,Says Ted Cruzswife Heidi will be the very first pro-life first lady.,0.0
1733.json,4,"Gov. Lawton Chiles said ""if I were to become ... become speaker of the House it would be (his) worst nightmare.""",0.0
5860.json,4,Says I dont agree with Mr. Hales that we should give a sweeping break to the developers to allow them to build that infill housing without paying for those very basics.,0.0
11677.json,4,I have always opposed drivers licenses for illegal aliens.,0.0
12004.json,4,Says he tore down hundreds of abandoned homes that served as havens for crime and reduce(d) the value of our neighborhoods.,0.0
9006.json,4,The Russians didnt wear uniforms when they came in to Ukraine.,0.0
10979.json,4,"Says Hillary Clinton was completely exonerated, when I was in the White House by an officialinquiryon Whitewater.",0.0
477.json,4,"It is just a fact that Hamas, apparently the North American spokesperson, is endorsing Senator Obama.",0.0
6970.json,4,"I went to the Olympics that was out of balance, and we got it on balance.",0.0
362.json,4,I have 35 years' experience making change.,0.0
11872.json,4,There really isnt any kind of foreign policy network that is supporting and advising Sen. Sanders.,0.0
2243.json,4,Most AGs dont go to court..,0.0
9790.json,4,A regulatory thing means you cant show someone drinking beer on camera.,0.0
10430.json,4,Online voter registration is a more secure way of doing voter registration.,0.0
1167.json,4,"We waterboard, incidentally, hundreds of our own military personnel. They waterboard themselves in training to toughen themselves up.",0.0
12744.json,4,"While Hillary Clinton plans a massive, and I mean massive, tax increase, I have proposed the largest tax reduction of any candidate who has run for president this year, Democrat or Republican.",0.0
178.json,4,I believe in tax cuts. I believe in being a supply-sider. I cut the income tax I think it was 24 percent. We got 42 percent more revenues.,0.0
4387.json,4,Rail doesnt do a great job in lessening traffic.,0.0
4795.json,4,The loan guarantee program that helped Solyndra was a program that was supported by President Bush.,0.0
6737.json,4,I am going to be on the ballot in all 50 states. There is no other third-party candidate thats going to come close to achieving that.,0.0
11366.json,4,"Unlike virtually every other campaign, we dont have a super PAC.",0.0
12722.json,4,"What difference, at this point, does it make? I am the guy that got under her skin and provoked that infamous response from Hillary Clinton by asking a pretty simple question, Why didnt you just pick up the phone and call the survivors (of the Benghazi attack)?",0.0
2008.json,4,"You know, when this thing first hit, I signed a declaration of emergency for the six counties that were directly affected, impacted in the Panhandle, then I extended that not long thereafter down into Sarasota County.",0.0
299.json,4,And he's the only candidate who will fight for a national catastrophe fund to reduce insurance rates.,0.0
8198.json,4,"Ive got the spending down, Ive got the debt down a little bit, Ive got the reserves up.",0.0
12402.json,4,Zika mosquitoes cant catch me.,0.0
8649.json,4,Says Nelson Mandela was a communist.,0.0
7414.json,4,Nobody in total is proposing cutting anything. Were trying to reduce the rate of growth in government.,0.0
2236.json,4,Said he won the Democratic primary without one ... negative TV spot.,0.0
5068.json,4,"I think with the exception of the last year or maybe the last two years, we were at 100 percent when it came to contributing to the Providence pension fund.",0.0
1683.json,4,The video doesn't show the broader picture of the firing that was going on at American troops.,0.0
5169.json,4,"And by the way, when I was governor, I did make the payment into the pension fund.",0.0
11330.json,4,"When Carly Fiorina says Hewlett-Packard revenues went up, thats because she bought Compaq. It was a terrible deal.",0.0
2098.json,4,The Arizona law basically parrots the federal immigration law.,0.0
7565.json,4,"Quite frankly, it was during the Bush years of spending, multiplied now by the Obama years that we have this mess.",0.0
7744.json,4,Says states mandated tests come from an English company.,0.0
656.json,4,There's only four senators senior to me ... there's still 44 older than me.,0.0
2341.json,4,My supporters arent special interest groups in Madison and Milwaukee.,0.0
12098.json,4,"Says DonaldTrump got, you know, $1.8 billion worth of free media. I got, like, none.",0.0
126.json,4,"First, he was in favor of my plan, now he's attacking it.",0.0
352.json,4,I have something in common with my husband. He never carried caucuses either. He lost all of the ones that I've lost.,0.0
788.json,4,"A mortgage buyback plan is ""my proposal, it's not Sen. Obama's proposal, it's not President Bush's proposal.""",0.0
7886.json,4,"We havent had a Republican senator in Washington for ... why, I think Clifford Case was our last Republican senator.",0.0
8855.json,4,I never gave up custody of my children. I never lost custody of my children.,0.0
1462.json,4,Uses headlines to portray Gov. Rick Perry as beholden to special interests.,0.0
12051.json,4,I opposed TPP (Trans-Pacific Partnership) and have always opposed TPP.,0.0
11802.json,4,Says his views on reparations for slavery are the same as Barack Obamas and Hillary Clintons.,0.0
11169.json,4,Says that Donald Trump supported Charlie Crist.,0.0
814.json,4,"The race will tighten, just because that's what happens at the end of campaigns. They always have.",0.0
8764.json,4,I cut spending while serving in the state Legislature,0.0
