id,label,statement,check_worthiness
3312.json,1,The things I said (during the prank call by a blogger posing as GOP contributor David Koch) are the things Ive said publicly all along about the Wisconsin budget debate.,0.0
909.json,1,On whether to seat Roland Burris as the new senator from Illinois.,0.0
1507.json,1,We have solved the problem. ... Scientists are now saying leave the nuclear waste where it is.,0.0
76.json,1,What they will do is socialized medicine.,0.0
12216.json,1,On banning assault weapons.,0.0
1746.json,1,On whether to run for the U.S. Senate as an independent.,0.0
3567.json,1,Libya supplies the oil for China. We get no oil from Libya.,0.0
12534.json,1,On running for re-election to U.S. Senate,0.0
646.json,1,On whether he wants to be vice president.,0.0
5805.json,1,"In my years in the State Legislature, I have never voted for a tax increase.",0.0
10811.json,1,On reauthorization of Export-Import Bank.,0.0
305.json,1,I know that Hillary on occasion has said just last year said this (NAFTA) was a boon to the economy.,0.0
2272.json,1,This is not a mosque. Its a cultural center that has a prayer area.,0.0
2465.json,1,On running a civil and polite campaign,0.0
12710.json,1,"Says as GOP was picking a convention city, I recommended Ohio.",0.0
5894.json,1,On support for gay marriage.,0.0
662.json,1,"Obama says Iran is a 'tiny' country, 'doesn't pose a serious threat.'",0.0
1017.json,1,On releasing photographs depicting the abuse of prisoners.,0.0
11273.json,1,Under the Iran deal: If Israel attacks Iran were supposed to be on Irans side.,0.0
956.json,1,No Bridge to Nowhere could occur.,0.0
12215.json,1,On supporting winner of Democratic primary with her superdelegate vote.,0.0
10584.json,1,"A lot of people who go into prison straight, and when they come out theyre gay.",0.0
11151.json,1,On the Cuba embargo.,0.0
4382.json,1,On disaster aid offsets,0.0
10032.json,1,"The Islamic State is so small it couldnt fill a DoubleAballpark in Charleston, W. Va.",0.0
8.json,1,For every single scientist that tells you (global warming is) happening and that its our fault...I can stack up another group of reports that say just the opposite.,0.0
314.json,1,I was pretty proud of being the only guy on the stage that ever had a job in the private sector.,0.0
3486.json,1,We dont need a separate (prescription drug) database ... Pharmacies already have a database in place.,0.0
8432.json,1,Says Damascus disincorporation would produce NO significant tax savings.,0.0
506.json,1,I think we came down here (to Florida) one time ... but we weren't actively fundraising here.,0.0
11077.json,1,The California governor says yes to poisoning more children with mercury and aluminum in vaccines.,0.0
9108.json,1,Kesha Rogers is not a Democrat.,0.0
11251.json,1,"I was one of the few, very few, who voted `no on the Iran deal.",0.0
11760.json,1,I didnt support Sonia Sotomayor.,0.0
3422.json,1,Says the states budget shortfall is not that much different than it was in 2003.,0.0
12350.json,1,"We have been focusing so much, especially the Texas Department of Transportation, on that 97 percent of people in single-occupancy vehicles.",0.0
11853.json,1,Says he was endorsed by theValley News newspaper.,0.0
3109.json,1,On repeal and replace of federal health care reform.,0.0
1142.json,1,There's no rationing in any of these bills.,0.0
3769.json,1,On supporting the budget proposed by Rep. Paul Ryan,0.0
5861.json,1,Says we could have saved ourselves the cost of building the Powell Butte water reservoir.,0.0
12110.json,1,Says there are no political prisoners in Cuba.,0.0
13024.json,1,I was totally against the war in Iraq.,0.0
2519.json,1,On a cap-and-trade plan.,0.0
967.json,1,On whether he wrote a provision that allowed AIG to dole out bonuses.,0.0
11404.json,1,On the Trans-Pacific Partnership.,0.0
1552.json,1,On reconciliation,0.0
9053.json,1,Says he has supported George Bush more than I have Barack Obama.,0.0
1884.json,1,Georgia has a well-deserved reputation for setting the gold standard for food safety.,0.0
8403.json,1,Says we are going to sell this house and use the proceeds to stabilize rates.,0.0
10146.json,1,Suicide comes from federal government largesse saying you are not worth anything but you are going to get something for nothing.,0.0
1813.json,1,The fact that Rick Scott is running for governor as a 'reformer' would be funny if it wasn't so outrageous. This is a man who barely escaped imprisonment.,0.0
2380.json,1,We will be the first party to elect a bald guy to governor.,0.0
2715.json,1,"Tells David Cicilline, 94 percent of the carbon emissions which you so want to get rid of are caused by nature.",0.0
2542.json,1,Its coming. Nobody can stop this train.,0.0
13242.json,1,"Ive gotten to see the commercials that they did on you. And Ive gotten to see some of the most vicious commercials Ive ever seen of Michelle Obama talking about you, Hillary.",0.0
2051.json,1,"Ken Hodges badly botched this investigation and, as a result, justice wasnt done in this case.",0.0
1211.json,1,On a cap-and-trade plan.,0.0
1043.json,1,On calling Supreme Court nominee Sonia Sotomayor a racist.,0.0
1994.json,1,On the use of presidentially appointed commissions.,0.0
3953.json,1,Do this research watch how much crime picks up if you take away [football].,0.0
11798.json,1,Martin Luther King Jr. was a Republican.,0.0
1752.json,1,Alaskas Prince William Sound is pristine now.,0.0
8143.json,1,Every (personhood) bill Ive ever support has either had language that says were conforming to the constitutional rulings of the Supreme Court or something to that effect.,0.0
382.json,1,"Obama ""only wants your children to have health insurance.""",0.0
3263.json,1,On high-speed rail.,0.0
4038.json,1,Georgias illegal immigration crackdown laws should be called the Brown Codes because of their similarity to the Black Codes governing blacks after the Civil War.,0.0
9872.json,1,Says his comment about extremists being a JV team wasnt specifically referring to Islamic State.,0.0
5174.json,1,Saysproposal to boostteacherpension fundputs no mandate on local government.,0.0
2713.json,1,"Dan Seals has been running for office since before there were, like, iPods.",0.0
9529.json,1,The platform of the Republican Party says deport everybody and to hell with it.,0.0
4849.json,1,On advancing state money for a Formula One race,0.0
8592.json,1,On changing the rules for filibusters on presidential nominees,0.0
9320.json,1,Human activity is not causing these dramatic changes to our climate.,0.0
7627.json,1,Says its an old wives story that Margaret Thatcher told George H.W. Bush not to go wobbly.,0.0
13421.json,1,"Says Ron Johnson is benefiting from several super PACs, I am not.",0.0
3189.json,1,I didnt raise taxes once.,0.0
1782.json,1,"On Sandra Day O'Connor: ""I think one reason she was a good judge is she had no judicial experience"" before she joined the Supreme Court.",0.0
8693.json,1,We dont show people playing these games. We dont show them winning playing the video lottery games.,0.0
1403.json,1,On the importance of an independent voting record,0.0
10081.json,1,"Under my platform, I will make no changes to the current (Medicare) system for current retirees and anyone approaching retirement.",0.0
1131.json,1,I have not said that I was a single-payer supporter.,0.0
7799.json,1,The IRS is going to be in charge of our health care.,0.0
3181.json,1,Fox News said the New Black Panther Party decided the election for Barack Obama.,0.0
8193.json,1,I am every year the No.1 pick of all of the law enforcement agencies within Texas.,0.0
11455.json,1,On support for the Export-Import Bank,0.0
11500.json,1,Says he didnt have an involvement withnutritional supplement company Mannatech.,0.0
13198.json,1,"Says state Sen. Morgan Carrolls votes made it easier to sue doctors, small businesses, even nurses. Putting her own shady interests first.",0.0
4462.json,1,Says the vaccine to prevent HPV can cause mental retardation.,0.0
2147.json,1,I dont think the argument can be credibly made that the United States of America is undertaxed compared to our competitors.,0.0
12942.json,1,On the Trans-Pacific Partnership.,0.0
5432.json,1,The president gave the (auto) companies to the UAW.,0.0
1327.json,1,"The McCain campaign ""did not elaborate"" on Obama's ties to ACORN.",0.0
13021.json,1,I released the most extensive financial review of anybody in the history of politics. You dont learn much in a tax return.,0.0
9386.json,1,Qataris dont really work.,0.0
33.json,1,I'm pro-life. He's not.,0.0
3085.json,1,There was no panhandling when I left office.,0.0
1125.json,1,"During the 2005 fight over Social Security, there were noisy demonstrations but they were outside the events, and opponents were not disruptive crowds booed lines they didnt like, but that was about it.",0.0
1920.json,1,"Georgia Secretary of State Brian Kemp is a ""career politician.""",0.0
12130.json,1,Says her representation of an ex-boyfriend who was then my friend in a family law case is something that lawyers do on a regular basis.,0.0
4727.json,1,On George Allens U.S. senate candidacy.,0.0
11467.json,1,The word progressive...was created as a substitute forcommunist.,0.0
12592.json,1,On eliminating the influence of money in policy campaigns,0.0
11514.json,1,"Says Ohio Gov. John Kasich got lucky with a thing called fracking, which is why Ohio is doing well.",0.0
13462.json,1,The @nytimes states today that DJT believes more countries should acquire nuclear weapons. How dishonest are they. I never said this!,0.0
8080.json,1,We have no idea what is contained in [electronic cigarette] vapor.,0.0
2960.json,1,[State Rep. Doug McKillips] donors deserve a refund.,0.0
8591.json,1,On changing the rules for filibusters on presidential nominees,0.0
12198.json,1,Say Bernie Sanders won Nevada after all.,0.0
2482.json,1,Says Daniel Webster thinks wives should submit to their husbands.,0.0
12554.json,1,"I was among the earliest to criticize the rush to war (in Iraq), and yes, even before the war ever started.",0.0
10657.json,1,EPA wants to regulate the family BBQ.,0.0
10242.json,1,My position hasnt changed on using executive authority to address immigration issues.,0.0
11247.json,1,Were the most highly taxed nation in the world.,0.0
9372.json,1,"As unbelievable as it sounds, your tax dollars are funding the federal governments Zombie Apocalypse Plan. I kid you not.",0.0
2183.json,1,Jeff Greene on why hewent Cuba.,0.0
6418.json,1,Says he never voted for a tax increase.,0.0
10972.json,1,On timing of announcement for president.,0.0
2419.json,1,Do you know that we have pipes carrying natural gas in this country that are made of wood? Im not joking.,0.0
5924.json,1,On signing a no-tax pledge,0.0
345.json,1,"She said, you know, 'I voted for it, but I hoped it wouldn't pass.' That was a quote on live TV.",0.0
8842.json,1,On sharing power with Republicans,0.0
1704.json,1,We had a press conference here that interestingly no one in the mainstream media covered.,0.0
233.json,1,"And, you know, our first president and our first commander in chief prayed every day. He had a field manual of prayers.",0.0
12353.json,1,Were the highest taxed nation in the world.,0.0
8906.json,1,"Responding to a major snow event in Atlanta would be like Kansas City, Mo., responding to a major earthquake.",0.0
12022.json,1,When youre white ... you dont know what its like to be poor.,0.0
8367.json,1,Nobodys addicted to marijuana.,0.0
3548.json,1,On bipartisan redistricting.,0.0
1558.json,1,"Nobody has been talking about it (Medicaid fraud), focused on it, or paying attention to it.",0.0
4294.json,1,Says that he did not exactly say that communities have the right to ban mosques.,0.0
4927.json,1,"I differed with my party on business legislation, on consumer protection, and on free trade agreements.",0.0
719.json,1,"I have never asked for a single earmark, pork barrel project for my state of Arizona.",0.0
2996.json,1,"Says that all those who do not answer directly to the president, theyve said (repealing Dont Ask, Dont Tell) is a terrible idea.",0.0
8368.json,1,Obama has jumped the shark and ordered the ocean closed!,0.0
420.json,1,I actually started criticizing the war in Iraq before (Obama) did.,0.0
4493.json,1,Were bankrupt.,0.0
10686.json,1,Say Apples Tim Cook will not do business with Indiana.,0.0
2623.json,1,On privatization of Social Security.,0.0
12963.json,1,On job creation numbers in the latest Start-Up NY report: This is a significant number of overcounts in the compilation that Ive looked at.,0.0
12281.json,1,Dolphins are rapists. Look it up.,0.0
3566.json,1,"We have a guy who is going to be speaker of the House in four years, and his name has been on the ballot one time.",0.0
6050.json,1,On opposing any and all efforts to increase taxes.,0.0
9515.json,1,On a balanced budget amendment.,0.0
4297.json,1,On abortion.,0.0
3261.json,1,The government will go out and buy my breast pump for my babies.,0.0
13064.json,1,Says the Donald J.Trump Foundations money is his money.,0.0
5953.json,1,On allowing Shelby Countys schools merger commission to finish work before allowing any new merger legislation.,0.0
12729.json,1,Says Donald Trump always pays his bills promptly.,0.0
2521.json,1,On protecting Social Security benefits and changing the retirement age.,0.0
11506.json,1,Says a question about his financial skills at the CNBC debate included discredited attacks from Democrats and my political opponents.,0.0
11527.json,1,On support for the Export-Import Bank,0.0
2559.json,1,"When Washington liberals wanted to take away our guns, Chet said no.",0.0
8647.json,1,Obamacare is going to increase the divorce rate.,0.0
12815.json,1,On whether the federal government should set a minimum wage,0.0
11693.json,1,"Says carpet bombing means bombing not a city, but the location of the troops, with embedded special forces to direct the air power.",0.0
1181.json,1,You lie! (in response to President Obama saying health reform would not insure illegal immigrants.),0.0
1341.json,1,I have never voted for a tax increase.,0.0
484.json,1,They (Clinton and Obama) have never to my knowledge been involved in legislation nor hearings nor engagement on this issue (climate change).,0.0
12895.json,1,Says Hillary Clinton doesnt believe in your right to keep a gun at home for self-defense.,0.0
1463.json,1,"On whether he supports 'Don't Ask, Don't Tell.'",0.0
2965.json,1,Sen. Jim Webb persists on negating Sen. Mark Warners votes,0.0
5932.json,1,On support for Ronald Reagans policies,0.0
6189.json,1,Says Ann Kuster said the debate over Americas debt limit is not an important issue of the day.,0.0
3090.json,1,Ben Franklin once quipped that only two things in life were certain: death and taxes. I think even he didnt envision that the tax man would visit on the day of your death.,0.0
13427.json,1,I have tremendous support from women.,0.0
4365.json,1,Says theres not much evidence to suggest that people have (contributed to global warming) or can do very much to change anything.,0.0
5262.json,1,Martin Luther King was a Republican.,0.0
9311.json,1,The incandescent light bulb has no effect whatever on the planet.,0.0
6862.json,1,On sequestration,0.0
1876.json,1,"Says an estimate that Texas will face an $18 billion budget gap is a number that somebody just reached up in the air and grabbed.""",0.0
4694.json,1,On whether he would run for U.S. Senate in 2012.,0.0
4880.json,1,Says his 9-9-9 tax reform plan is not regressive.,0.0
11179.json,1,"Some of the things that (Megyn Kelly) said, I didnt say.",0.0
11267.json,1,Jesus was an undocumented immigrant.,0.0
7931.json,1,On gay marriage,0.0
8859.json,1,It still had not gotten terrible on the roads by 2 to 3 p.m. Tuesday.,0.0
11532.json,1,"I am the only person in this field who is against amnesty. Every other person in this field wants to allow people who are here illegally to be able to stay here, in one form or another.",0.0
3344.json,1,Were broke. We dont have any more money.,0.0
251.json,1,"I just talked about guns. I told you what my position was, and what I did as governor, the fact that I received the endorsement of the NRA.",0.0
10363.json,1,"When Disney was looking to build Disney World, they came to Miami and we told Disney to take a hike.",0.0
11961.json,1,If it werent for me (illegal immigration) wouldnt even be a big subject.,0.0
11953.json,1,"When Mitt Romney chose Paul Ryan as his vice-presidential running mate, that was the end of Romneys chances to win.",0.0
2739.json,1,Paul Workman wants to raise the sales tax.,0.0
10987.json,1,On Common Core.,0.0
12306.json,1,"I was totally against the war in Iraq, saying for many years that it would destabilize the Middle East.",0.0
1057.json,1,Why do we have automatic citizenship upon birth? Were the only country in the world that has it.,0.0
11265.json,1,The claim that 97 percent of scientists believe humans are causingclimate change has been debunked by the head of the United Nations Intergovernmental Panel on Climate Change. That number was pulled out of thin air.,0.0
11983.json,1,Says the New York Times can write a story that they know is false yet they cant basically be sued.,0.0
6221.json,1,Ive never supported a payroll tax.,0.0
4345.json,1,On serving out his gubernatorial term,0.0
151.json,1,More people in this country have seen UFOs than I think approve of George Bush's presidency.,0.0
271.json,1,Barack Obama hasn't passed any (bills).,0.0
1001.json,1,On switching parties.,0.0
2009.json,1,"In Rick Perry's Texas, the governor threatens to leave, to secede from the greatest country in the world.",0.0
11341.json,1,The birther movement was started by Hillary Clinton in 2008. She was all in!,0.0
1282.json,1,For the last decade the climate has been cooling.,0.0
12476.json,1,The presence of gorillas calls into question the concept of evolution.,0.0
6836.json,1,Under Gov. Romneys definition ... Donald Trump is a small business.,0.0
7852.json,1,On oil drilling off Virginias coast.,0.0
4229.json,1,Theres no money in Social Security.,0.0
7761.json,1,On support for gay marriage,0.0
9906.json,1,I sponsored the new Buy American law,0.0
1210.json,1,On whether the governor of Massachusetts should be able to appoint an interim U.S. senator,0.0
2156.json,1,Theres nothing in the voting instructions that weve been getting in the last several elections that lets you know about the limitations of the master lever.,0.0
7493.json,1,On raising taxes.,0.0
1090.json,1,On mandating health care coverage.,0.0
1827.json,1,Bill McCollum on the Arizona immigration law.,0.0
3951.json,1,Milwaukees police chief can fire officers for basically no cause.,0.0
6040.json,1,Says PolitiFact listed Governor Scott Walker of Wisconsin as the Governor who told the most lies and our own untruthful Governor Chris Christie made it into Politifacts top five of Lie - en Governors.,0.0
292.json,1,"So that 2005 energy bill was a big step backwards on the path to clean, renewable energy. That's why I voted against it.",0.0
3032.json,1,On choosing a Texas House speaker,0.0
7762.json,1,On an early date for Floridas presidential primary,0.0
5703.json,1,"On most things except witch trials, Virginia will always have been first.",0.0
2327.json,1,Alex Sink wants to cut Medicare.,0.0
12726.json,1,Hillary Clinton invented ISIS with her stupid policies. She is responsible for ISIS.,0.0
4206.json,1,On applying prosecutorial discretion to immigration cases.,0.0
1430.json,1,On a government spending freeze.,0.0
1626.json,1,"Joe, I keep hearing you every morning talking about the biggest tax increase in history, but you don't mention it's also the biggest tax cut in history.''	health-care,taxes	richard-durbin	Senator	Illinois	democrat	0	2	1	0	1	a comment on the Morning Joe'' show on MSNBC.",0.0
696.json,1,"Palin had ""executive experience"" in the PTA.",0.0
10736.json,1,The elimination of essentially every automobile would be offset by one volcano exploding.,0.0
7048.json,1,Says that Sherrod Brown is an Obama rubber stamp for supporting the job-killing cap and trade plan.,0.0
8269.json,1,Soy ... el nico official estatal quin es un hombre de negocios.,0.0
10529.json,1,Say George Washington said that when government takes away citizens right to bear arms it becomes citizens duty to take away governments right to govern.,0.0
8593.json,1,TheAffordable Care Actalters the sensible doctor-patient-relationship-centered health care program ... we see today.,0.0
532.json,1,We must deal with the here and now and assure affordable fuel for America by increasing domestic production.,0.0
8810.json,1,"For the past year, I was censored and muzzled.",0.0
12916.json,1,"I had previously said that NATO was obsolete because it failed to deal adequately with terrorism. Since my comments, they have changed their policy and now have a new division focused on terror threats.",0.0
1756.json,1,On transparency in dealing with the Republican Party of Florida's financial issues.,0.0
8589.json,1,On changing the rules for filibusters on presidential nominees,0.0
5049.json,1,Says there were only about eight or 10 inflammatory sentences in his newsletters.,0.0
7897.json,1,On the coal industry,0.0
11843.json,1,The debt comes up all the time in town meetings ... but its never asked in the debates. Its really weird. It hasnt been brought up.,0.0
5376.json,1,On resigning from the Texas Railroad Commission.,0.0
295.json,1,"When the Fair Tax becomes law, it will be like waving a magic wand releasing us from pain and unfairness.",0.0
268.json,1,I supported the surge when you didn't.,0.0
205.json,1,"I spend a lot of time in Iowa, and believe it or not, in Ottumwa, Iowa, this is the heartland, the newspaper, the regular newspaper for Ottumwa, Iowa, is (a) bilingual newspaper.",0.0
11969.json,1,This is a test of the fact-checking widget.,0.0
2963.json,1,"On the question on the DREAM Act, no -- no to granting lower tuition to illegals.",0.0
2671.json,1,On possibly raising the Social Security retirement age.,0.0
1449.json,1,On a bipartisan task force on ways to improve fiscal policy.,0.0
297.json,1,He reformed welfare before others tried.,0.0
680.json,1,On support for the Bridge to Nowhere.,0.0
606.json,1,On public financing of his campaign.,0.0
3322.json,1,Wisconsin Gov. Scott Walkers estimate of a $3.6 billion state budget deficit is manufactured and a bogus figure.,0.0
11382.json,1,"Among Syrian refugees, there arent that many women, there arent that many children.",0.0
1808.json,1,On returning Republican campaign contributions.,0.0
12417.json,1,Let me say that I dont think (Bernie Sanders has) had a single negative ad ever run against him.,0.0
7374.json,1,On his definition of takers and makers,0.0
2789.json,1,Were the only system of federalism in the world.,0.0
11818.json,1,I never once asked that (Megyn Kelly) be removed as a debate moderator.,0.0
1674.json,1,This race will be the Democrats top target this November.,0.0
1682.json,1,Says he did not say Republicans would filibuster immigration reform.,0.0
13481.json,1,Ed Gillespie would not mention (Donald Trumps) name unless he was condemning him.,0.0
11167.json,1,Illegal immigration wasnt a subject that was on anybodys mind until I brought it up at my announcement.,0.0
10658.json,1,Say Michelle Obama mandates weighing children in day care.,0.0
2855.json,1,On high-speed rail.,0.0
2997.json,1,On whether state employees should contribute to their pensions.,0.0
6448.json,1,I didnt try to push a bill to reduce lottery scholarship proceeds for students.,0.0
2688.json,1,Unfortunately everyone needs to cut back in these tough economic times. Thats why I voted to cut my own pay along with the pay of our state employees.,0.0
12254.json,1,"Says Jeb Bush and Marco Rubio had it set so that the winner takes everything, because they wanted to make sure that I didnt get anything in the Florida primary.",0.0
11035.json,1,"On support for Trade Promotion Authority, calledfast-track",0.0
4050.json,1,My husband and I have never gotten a penny of money from the farm.,0.0
6017.json,1,No one on my staff has ever been charged with a crime.,0.0
9975.json,1,Says Mark Warner told PolitiFact Nationals Lie of the Year in 2013.,0.0
12072.json,1,"You know what Truman said, You want a friend in Washington, buy a dog.",0.0
5212.json,1,Martin Luther King Jr. was a Republican.,0.0
11913.json,1,"There comes a point in the last year of the president, especially in their second term, where you stop nominating both Supreme Court justices and Court of Appeals judges.",0.0
12205.json,1,Its clear thatHillary Clintonviolated national security laws.,0.0
11908.json,1,"On the Iraq war, I said it loud and clear, Youll destabilize the Middle East.",0.0
2271.json,1,On birthright citizenship for illegal immigrants.,0.0
580.json,1,Who can you thank for rising prices at the pump? O-ba-ma! O-ba-ma!,0.0
6091.json,1,"Rob Portman shares radical, ideological views toward women.",0.0
10685.json,1,You know how many children in the history of the United States have died in a fire (at school)? Zero.,0.0
4006.json,1,Says he cant release his internal affairs record because there are Attorney General guidelines in place protecting it.,0.0
13014.json,1,Donald Trumps been completely consistent about his plan for nonviolent undocumented immigrants.,0.0
11857.json,1,Says a Sanders campaign ad never said ... a newspaper endorsed us that did not.,0.0
594.json,1,Obama will charge a 28 percent tax on all home sales.,0.0
1382.json,1,Says Bill White is for gay marriage.,0.0
4676.json,1,GOP presidential hopeful Herman Cain called Ron Pauls followers ignorant.,0.0
3049.json,1,Says the claims that Texas faces a $27 billion shortfall are flat-out false.,0.0
4219.json,1,The (State Board of Administration) transparency issue got a great airing the last legislative session.,0.0
3062.json,1,Martin Luther King Jr. was a Republican!,0.0
7559.json,1,On support of Gov. John Kasichs drilling tax plan,0.0
12050.json,1,Common Core is education through Washington D.C.,0.0
1684.json,1,No one questioned that she (Judge Sotomayor) was out of the mainstream.,0.0
521.json,1,"Did Obama know that Tony Rezko was saving him $300,000 on the purchase of his home?",0.0
13450.json,1,"Beyonce and Jay Z, I like them, I like them ... I get bigger crowds than they do. Its true. I get far bigger crowds.",0.0
12549.json,1,"The ammunition used in the Orlando shooting is banned by Geneva Convention. It enters the body, spins explodes.",0.0
121.json,1,"Another one he should veto is the SCHIP program, which he should say 'Take the C out of, because now it's for everybody, like every other entitlement program.'",0.0
7381.json,1,"Throughout, we have kept Congress fully informed of our efforts to create a legal framework on counterterrorism.",0.0
278.json,1,"I supported (the surge), I argued for it. I'm the only one on this stage that did.",0.0
11443.json,1,I did not play any role in bringing the company to RI as did others in government. I was tasked with handling the legislation affecting the company by my superiors.,0.0
2357.json,1,Says Mark Neumann = Nancy Pelosi,0.0
2885.json,1,On banning earmarks.,0.0
10631.json,1,Birth control pioneer Margaret Sanger wasan active participant in the Ku Klux Klan.,0.0
12424.json,1,I can tell you that the enhanced interrogation techniques that have since been banned by this administration specifically waterboarding work.,0.0
10948.json,1,Says Hillary Clinton has donated every cent shes ever earned from speaking fees to charity.,0.0
603.json,1,On the Bush tax cuts.,0.0
10757.json,1,I can tell you with certainty (capandtrade)would have a devastating impact on our economy.,0.0
3709.json,1,"Im well aware that medical marijuana is a recognized, medical, viable treatment for this sort of [pancreas] pain condition.",0.0
184.json,1,"Right now, an employer has more of a chance of getting hit by lightning than be prosecuted for hiring an undocumented worker. That has to change.",0.0
5824.json,1,We didnt go out asking people to join the stand your ground task force.,0.0
3036.json,1,Wisconsins lawsuit rules are so anti-business that the states system is one of the most promiscuous in America.,0.0
664.json,1,"McCain ""still thinks it's okay when women don't earn equal pay for equal work.""",0.0
1477.json,1,"On the new dollar coins, ""'In God We Trust' is gone!""",0.0
13527.json,1,Theres been no conclusive or specific report to say Russia was trying to muddy the election.,0.0
3668.json,1,On redistricting.,0.0
2568.json,1,On implementing a sales tax.,0.0
12833.json,1,"A few weeks ago, (the) education committee in Congress is deciding whats going to be in your local salad bar.",0.0
2445.json,1,"Its not true that since hes been the president, executions in Iran have increased by four times.",0.0
4277.json,1,The Republican National Convention is a Super Bowl times four.,0.0
1012.json,1,"We were not, I repeat, were not told that waterboarding or any of these other enhanced interrogation methods were used.",0.0
10917.json,1,On Common Core.,0.0
12834.json,1,On whether hes had a relationship with Vladimir Putin.,0.0
2105.json,1,On debating.,0.0
3664.json,1,A $250 fine if youre caught with a plastic bag coming out of a store. Plastic bag police anyone?,0.0
10543.json,1,On supporting right to work legislation in 2015,0.0
11861.json,1,"Says Donald Trumps conversion to pro-life beliefs are akin to Justin Biebers, who said in the past that abortion was no big deal to him.",0.0
7742.json,1,Metro on whether it could use bond money for restoration.,0.0
9774.json,1,Says CharlieCrist made it easier for Duke to take your money.,0.0
2135.json,1,"I remember one of [Curt Schillings] teammates said he painted his sock, the bloody sock.",0.0
3979.json,1,On subsidies for ethanol production.,0.0
12.json,1,"I'll tell you what I can tell this country: If they want a president who doesn't believe in God, there's probably plenty of choices.",0.0
4899.json,1,I never favored cap and trade.,0.0
1497.json,1,"In this judicial race, special interest groups have demanded money from me, in exchange for endorsement and support.",0.0
5848.json,1,Says the oil industry subsidies that President Barack Obama is attacking dont exist,0.0
4204.json,1,Says opponent David Dewhurst is a career politician.,0.0
11661.json,1,If Trump had just put his fathers money in a mutual fund ... hed have $8 billion.,0.0
553.json,1,"McCain ""hasn't held executive responsibility.""",0.0
447.json,1,I have never said that I don't wear flag pins or refuse to wear flag pins.,0.0
13423.json,1,The media never show crowds.,0.0
1093.json,1,On a cap-and-trade plan.,0.0
5671.json,1,I think its seven or eight of the California system of universities dont even teach an American history course. Its not even available to be taught.,0.0
