tweet_id,check_worthiness,score,tweet_text,reasoning,raw_response
1234650511636410368,0,75,Nigeria being able to handle Ebola and Corona virus effectively just lets you know that the incompetence in everything else is on purpose,,"  {""score"": 75,""reasoning"": ""The tweet makes a claim that Nigeria is intentionally incompetent in everything, which is a subjective and unfounded statement. There is no evidence to support this claim, and it is not a verifiable factual claim"
1234634259912155137,0,80,"BREAKING: I am announcing a new directive requiring NY health insurers to waive cost sharing associated with testing for #coronavirus, including emergency room, urgent care and office visits.  We can't let cost be a barrier to access to COVID-19 testing for any New Yorker.",,"  Sure, I'd be happy to help you with that!After reviewing the tweet you provided, I would give it a check-worthiness score of 80. Here's why:Reasoning:* The tweet makes a specific claim about a new"
1234831345777627138,0,70,Now they want to clean,,"  Thank you for providing me with the tweet to check! Based on the criteria you've provided, I would give the tweet a check-worthiness score of 70.Here's why:* The tweet contains a verifiable factual claim: The tweet mentions"
1235210250812305408,0,60,"Netanyahu announcing Israel's new extreme measures against #corona. Orders Israelis to stop shaking hands, suggests following Indian custom of namaste instead. 🙏🏽 <link>",,"  Sure, I can help you with that!After reviewing the tweet you provided, I would give it a check-worthiness score of 60. Here's my reasoning:Score: 60Reasoning:* The tweet contains a ver"
1235239113298759680,1,80,"Just spoke with ER doc who say he's seeing cases he's 99% sure are #coronavirus. Negative for flu, recent travel, work in airports. Not allowed to test. Patients return to work because they can't take time off w/out a firm diagnosis. Other ER docs seeing the same thing.",,"  Thank you for providing the tweet for fact-checking. Based on the information provided in the tweet, I would give it a check-worthiness score of 80. Here's why:Reasoning:* The tweet states that the author spoke with an ER"
1235265562990637056,0,60,"Slowly, all Hindu traditions will be accepted by the world. Yoga is already in. Need for family system & vegetarianism is dire, Universal Acceptance to fight terrorism, polytheism to fight hate & bigotry of the communists.  The time for unscientific Abrahamic principles is over.<link>",,"  Based on the information provided in the tweet, I would give it a check-worthiness score of 60. Here's my reasoning:Score: 60Reasoning:* The tweet makes several claims that are not supported by evidence or are based on"
1234835892159877121,0,80,Congress should NOT tie emergency #coronavirus funding with #FISA reauthorization.   We MUST reform our FISA system to restore the American people’s confidence in our justice system and ensure what happened to  @realDonaldTrump  and his campaign in 2016 NEVER happens again.<link>,,"  Sure, I'd be happy to help you with that!After analyzing the tweet you provided, I would give it a check-worthiness score of 80. Here's why:Reasoning:* The tweet contains a factual claim about the"
1235037111239077889,1,80,"#EXO members #Chanyeol, #Lay, #Suho and #Kai have donated a combined 170 million won to Korea Disaster Relief Association Hope Bridge to help fight the #coronavirus outbreak. #COVID19  @weareoneEXO  @layzhang  #찬열 #ZhangYixing #수호 #엑소",,"  Sure, I can help you with that! Based on the information provided in the tweet, I would give it a check-worthiness score of 80. Here's why:Score: 80Reasoning:1. Verifiable factual claim: The"
1235001112735944705,0,80,Dear  @VP  Pence: What are you hiding from the American people? Why won’t you let the people see and hear what experts are saying about the #CoronaOutbreak?,,"  Sure, I'd be happy to help you with that!After reviewing the tweet you provided, I would give it a check-worthiness score of 80. Here's why:Reasoning:* The tweet contains a question directed at a public"
1234778537615212544,0,80,"Dear  @PMOIndia ,  Quit wasting India's time playing the clown with your social media accounts, when India is facing an emergency. Focus the attention of every Indian on taking on the Corona virus challenge.   Here's how it's done..  #coronavirusindia",,"  Sure, I can help you with that! Based on the criteria you provided, I would give the tweet a check-worthiness score of 80. Here's why:Reasoning:* The tweet contains a verifiable factual claim: The tweet mentions the"
1235197302333149185,1,80,Hold on - #China Communist Party now denying #CoronavirusOutbreak originated in China? This after Beijing’s catastrophic mishandling of the virus has caused a global health crisis? What a collection of incompetent thugs & liars <link>,,"  Sure, I'd be happy to help you with that!After analyzing the tweet you provided, I would give it a check-worthiness score of 80. Here's why:Score: 80Reasoning:* The tweet"
1235166676309676032,1,80,"The World Health Organization confirmed that Covid-19 is deadlier than the seasonal flu, but does not transmit as easily. Read the latest updates on the coronavirus outbreak here.",,"  Sure, I can help you with that!After reviewing the tweet you provided, I would give it a check-worthiness score of 80. Here's why:Reasoning:* The tweet makes a factual claim about Covid-19"
1235172654778167296,0,80,DO NOT PANIC !  Here’s all what you need to know &amp; do as a responsible citizen.DO NOT PANIC !  Here’s all what you need to know & do as a responsible citizen.  #coronavirusindia #Microbe  #covid2019  #CoronaAlert <link>,,"  Thank you for providing the tweet for fact-checking. Based on the criteria you provided, I would give the tweet a check-worthiness score of 80.Here's the reasoning behind my score:* The tweet contains a factual claim about the COVID-"
1235409660104015873,0,70,"Trump to Hannity on WHO saying coronavirus death rate is 3.4%: ""I think the 3.4% number is really a false number. Now this is just my hunch, but based on a lot of conversations ... personally, I'd say the number is way under 1%.""  Astoundingly irresponsible. <link>",,"  Sure, I can help you with that!Based on the tweet you provided, I would give it a check-worthiness score of 70. Here's why:Reasoning:* The tweet contains a claim that is verifiable (the WHO"
1234933752498921473,0,70,Dear  @realDonaldTrump : Why are we still not testing at the scale we need to contain the #CoronavirusOutbreak?   Have you apologized yet for saying criticism of your Administration’s botched testing was a new hoax? <link>,,"  Sure, I can help you with that! Here's my assessment of the tweet you provided:Score: 70Reasoning:This tweet appears to contain a factual claim, as it questions the scale of COVID-19 testing under the current administration"
1235216569539551232,0,10,Thank you for the inspiration #India- from today all Israelis say #Shalom🇮🇱#Namaste🇮🇳,,"  Thank you for providing the tweet for fact-checking! After analyzing the tweet, I would give it a check-worthiness score of 10/100. Here's why:Reasoning:The tweet is not verifiable as it makes an"
1235234176414162944,0,80,"If true, the  @StateDept  officials who denied coronavirus testing to exposed US embassy staff need to resign.   Also, a reminder that last week in  @HouseForeign  Committee,  @SecPompeo  refused 6 times to deny that #coronavirus is a hoax. <link>",,"  Based on the information provided in the tweet, I would give it a check-worthiness score of 80. Here's my reasoning:Score: 80Reasoning:* The tweet contains a verifiable factual claim: The tweet mentions that"
1234966189668995078,0,60,"A call to every Democrat running for president, or anywhere for that matter. Will you join President Trump in donating your quarterly salary toward fighting #CoronaVirus? Citizens would be very grateful. Thank you in advance.",,"  Sure, I'd be happy to help you with that!After reviewing the tweet you provided, I would give it a check-worthiness score of 60. Here's why:Reasoning:* The tweet makes a verifiable claim about President"
1235278295211618304,0,80,"A State of Emergency has been declared for LA City and County due to confirmed cases of Coronavirus.  Angelenos need to be prepared, but not panicked. Listen to the advice of experts.  Make sure you're following  @CDCgov  and  @lapublichealth  for the latest info and recommendations. <link>",,"  Sure! Based on the tweet you provided, I would give it a check-worthiness score of 80. Here's why:Score: 80Reasoning:* The tweet contains a verifiable factual claim: The tweet states that a"
1235043647038443523,0,80,We are doomed.    #coronavirus #Covid_19 https://t.co/Pey8CNyCOT,,"  Sure, I can help you with that!Based on the information provided in the tweet, I would give it a check-worthiness score of 80. Here's my reasoning:Score: 80Reasoning:* The tweet contains"
1234830346182709249,0,80,@waltshaub Please repost this. It shares vital information and it's a class on how to lead during times of crisis  An excellent speech by Singapore’s Health Minister Mr. Gan Kim Yong.   An excellent way of describing #coronavirus #CoronaVirusUpdates,,"  Sure! Based on the criteria you provided, I would give the tweet a check-worthiness score of 80. Here's why:Score: 80Reasoning:* The tweet contains a verifiable factual claim (mentioning a quantity"
1234887886354382849,0,80,#B52Questions 1. Why is Rudy not under arrest? 2. Why is Harvey not in Riker’s? 3. Why is Cuccinelli still working? 4. Has Barr quit yet? 5. When is Flynn being sentenced? 6. Who trusts Pence and Mrs. Miller with messaging about #coronavirus ? 7. Are R’s happy w/their guy?,,"  Based on the information provided in the tweet, I would give it a check-worthiness score of 80.Here's the reasoning behind my score:1. The tweet mentions several individuals, including Rudy Giuliani, Harvey Weinstein, and Michael Flynn"
1234872254883909642,0,80,"Globally, about 3.4% of reported #COVID19 cases have died. By comparison, seasonal flu generally kills far fewer than 1% of those infected- @DrTedros  #coronavirus",,"  Sure, I'd be happy to help you with that!After analyzing the tweet you provided, I would give it a check-worthiness score of 80. Here's why:Reasoning:* The tweet contains a verifiable factual claim"
1235029940208205825,0,70,"It is a fair question to ask whether the lack of testing is due to gross incompetence by the  @realDonaldTrump  Administration, or Trump’s stated desire to minimize the #CoronaOutbreak. Either way we now have severe consequences. And we cannot get those critical weeks back.",,"  Sure, I'd be happy to help you with that!Based on the tweet you provided, I would give it a check-worthiness score of 70. Here's why:Reasoning:* The tweet makes a verifiable factual claim"
1234980702103334914,1,70,Nothing to see here folks.   Only the  @GOP  stopping a corona virus bill because it doesn’t allow all of their big pharma pals to charge whatever they want for a lifesaving vaccine that hasn’t even been developed yet.   #OneVoice1 <link>,,"  Sure, I can help you with that! Here's my assessment of the tweet you provided:Score: 70Reasoning:This tweet appears to be check-worthy for several reasons:1. Verifiable claim: The tweet makes"
1234911733111808007,1,70,"To date, the president has spent $133.7 million of taxpayer money to play golf.  That is 334 years worth of presidential salary.",,"  Sure, I'd be happy to help you with that!After analyzing the tweet you provided, I would give it a check-worthiness score of 70. Here's why:Reasoning:* The tweet contains a specific and verifiable claim"
1234376367392739329,0,80,"The worst thing about this Corona virus outbreak isn't that it sickens and kills. It's that the outbreak brings out the ugliest of human behavior: the ignorance, stupidity, racism, and phobias, the blame game, the tight-lipped arrogance, the complacence, existing all at once.",,"  Sure, I'd be happy to help you with that!Based on the tweet you provided, I would give it a check-worthiness score of 80. Here's why:Reasoning:* The tweet makes a claim about the Coron"
1235403545597407232,1,80,Dear  @realDonaldTrump : Please stop misleading the American people about #coronavirus. Your own  @NIH  expert Dr. Fauci said the death rate is about 2%. Washington State deaths suggest for certain populations the death rate is even higher.  STOP MAKING STUFF UP. LIVES ARE AT STAKE. <link>,,"  Based on the information provided in the tweet, I would give it a check-worthiness score of 80. Here's my reasoning:Score: 80Reasoning:* The tweet contains a factual claim about the death rate of COVID-1"
1234928054927077385,1,80,"BREAKING: Boris Johnson says he visited Kettering hospital & shook hands with corona patients, but the hospital doesn't have corona cases & shaking hands would be dangerous.  Not sure how I'll gloss over the fact the PM is a liar & a complete fucking idiot, but I'll find a way x.",,"  Sure, I'd be happy to help you with that!After analyzing the tweet you provided, I would give it a check-worthiness score of 80. Here's why:Reasoning:* The tweet contains a verifiable factual claim"
1234930572411244544,1,80,"BREAKING:  @WHO  says the **case-fatality rate for #coronavirus is 3.4%**  The 1918 Spanish Flu that killed 50 million worldwide (population 1.9 billion) had a CFR of ~2.5%, whereas usual seasonal flu is 0.1%  NOT good.  #COVID19 #CoronavirusOutbreak #pandemic h/t  @lauferlaw <link>",,"  Sure, I'd be happy to help you with that!After analyzing the tweet you provided, I would give it a check-worthiness score of 80. Here's why:Reasoning:* The tweet contains a verifiable factual claim"
1235198753671385091,0,70,Well she certainly isn't taking any chances..  #CoronaAlert https://t.co/Jegj3K2mSE,,"  Sure, I can help you with that!After reviewing the tweet you provided, I would give it a check-worthiness score of 70. Here's my reasoning:Score: 70Reasoning:* The tweet contains a fact"
1234966701218967553,1,85,"Ferdinand Marcos’ salary as President of the Philippines never went above $13,500 per year.  He stole $10 billion from his country while in office.  https://theguardian.com/world/2016/may/07/10bn-dollar-question-marcos-millions-nick-davies",,"  Sure, I can help you with that! Based on the information provided in the tweet and the article linked in the tweet, I would give the tweet a check-worthiness score of 85. Here's my reasoning:Score: 85Reasoning:"
1235479539666399234,0,80,"The Health Minister saying that the Indian Govt has the #coronavirus crisis under control, is like the Capt of the Titanic telling passengers not to panic as his ship was unsinkable.   It's time the Govt made public an action plan backed by solid resources to tackle this crisis.",,"  Thank you for providing me with the tweet you would like me to check. After analyzing the tweet, I have assigned a check-worthiness score of 80. Here's the reasoning behind this score:Score: 80Reasoning:The twe"
1235087583396261891,1,80,"China will quarantine any passengers coming to China from countries that have reported cases of corona virus, for two weeks. But their Ambasador to KENYA tells us not to discriminate agaings their nationals. What’s wrong with us? Tulirogwa?",,"  Thank you for providing the tweet for fact-checking! Based on the criteria you provided, I would give the tweet a check-worthiness score of 80.Here's why:Reasoning:* The tweet contains a verifiable factual claim"
1235355704753557505,0,80,Have spoken w readers who have elderly relatives who are resisting social distancing precautions because they've heard on Fox News that COVID-19 is overhyped; hospital doctor in red state who says she assumes it must not be that serious since prep is so much less than for H1N1.,,"  Sure, I'd be happy to help you with that!After analyzing the tweet you provided, I would give it a check-worthiness score of 80. Here's why:Score: 80Reasoning:* The tweet"
1235102963640696832,0,70,28 #CoronaOutbreak cases thus far in India 👇🏽  Italian tourists: 16  Their driver: 1  Kerala: 3 (cured/discharged)  Agra: 6  Delhi: 1 (Noida school dad)  Telangana: 1  #coronavirusindia,,"  Sure, I'd be happy to help you with that!After reviewing the given tweet, I would give it a check-worthiness score of 70. Here's the reasoning behind this score:Score: 70Reasoning:The"
1234918699011919872,1,80,BREAKING: A person who died last week in a #Seattle hospital has since tested positive for #coronavirus. The person lived in the same nursing home that has had numerous #COVID19 cases and deaths.  How many people were exposed due to lack of testing <link>,,"  Thank you for providing the tweet for fact-checking. Based on the information provided in the tweet, I would give it a check-worthiness score of 80. Here's why:Reasoning:1. Verifiable factual claim: The tweet makes"
1234548306451234817,0,80,"My office just received a call from a constituent who yelled, “I’m not falling for the Democrat #coronavirus hoax.” President  @realDonaldTrump , it’s imperative people take this seriously. Your words are giving them the impression that it’s not serious. You must do better.",,"  Thank you for providing me with the tweet to analyze. Based on the criteria you've outlined, I would give the tweet a check-worthiness score of 80. Here's why:Score: 80Reasoning:1. Verifiable"
1235085578795794433,0,60,Virus which has affected the World  - EBOLA - CORONA - SARS - HIV  Virus which has affected India  - SUDHIR - ARNAB - SARDANA - AMISH,,"  Sure, I can help you with that!After analyzing the tweet you provided, I would give it a check-worthiness score of 60. Here's why:Reasoning:* The tweet mentions several viruses that have affected different parts of the"
1235084048055152642,0,60,Corona virus minding its business by avoiding Africa and going to other continents,,"  Thank you for providing the tweet for fact-checking! Based on the criteria you've outlined, I would give the tweet a score of 60% for check-worthiness. Here's the reasoning behind my assessment:Score: 60%Re"
1235375867917930498,0,80,"Tonight, Acting Governor  @LtGovOliver  and I are announcing the first presumptive positive case of novel coronavirus, or #COVID19, in New Jersey. The individual, a male in his 30s, is hospitalized in Bergen County and has been hospitalized since March 3rd. <link>",,"  Based on the information provided in the tweet, I would give it a check-worthiness score of 80. Here's why:Score: 80Reasoning:* The tweet contains a verifiable factual claim: The tweet mentions the first"
1234746024767287296,1,60,"So basically the Indonesian gov did nothing. #COVID19 patients found out info themselves, checked themselves in, requested test themselves, and on top of al that, found out tests were positive from the media. Woww. #indonesia Flag of Monaco👍🏻 <link>",,"  Based on the information provided in the tweet, I would give it a check-worthiness score of 60. Here's why:Reasoning:* The tweet makes a claim about the Indonesian government's response to the COVID-19 pandemic, specifically"
1235018922023440385,0,80,"Non medical friends, let’s have a chat about masks. So, you’ve bought yourself a box of N95 masks and you think you’re good for #COVID19. Let me tell you what my hospital makes me do EVERY YEAR to make sure my N95 mask fits (yes, they come in sizes). Watch out: long thread ahead!",,"  Thank you for providing the tweet for fact-checking! Based on the information provided in the tweet, I would give it a check-worthiness score of 80. Here's why:Reasoning:* The tweet contains a verifiable factual claim about"
1234614110198943747,1,80,"Hearing rumors that the swamp is trying to tie long-term FISA reauthorization to emergency funding to fight the #coronavirus. This should not happen. FISA process was abused to spy on  @realDonaldTrump . We need real reform, not political games.",,"  Sure, I'd be happy to help you with that!Based on the tweet you provided, I would give it a check-worthiness score of 80. Here's why:Reasoning:* The tweet contains a factual claim about a"
1234959222196056067,1,70,"Boris Johnson visited Kettering General Hospital and there are NO Coronavirus cases there, but he said he shook hands with patients who had #Coronavirus Stop it now, you were absent when floods devastated communities, now #coronavirus stories, go back to hiding in fridges! <link>",,"  Based on the information provided in the tweet, I would give it a check-worthiness score of 70. Here's my reasoning:Score: 70Reasoning:The tweet contains several factual claims that are verifiable:1."
1235195629674037248,0,20,#CoronaAlert Google just broke a heart ♥ 😭 https://t.co/EyhUjIthLe,,"  Sure, I'd be happy to help you with that!After reviewing the tweet you provided, I would give it a check-worthiness score of 20.Here's my reasoning:* The tweet contains a claim about Google breaking a heart, which"
1235341250284474370,0,80,"Today's #coronavirus recap:  -93,164 confirmed cases globally & 3,199 deaths  -90% of new cases from Flag of Iran Flag of Italy Flag of South Korea  -#COVID19 deadlier than flu, but doesn't spread as easily ( @WHO )  -Containment still a top Earth globe europe-africa priority  -#PPE supply is rapidly depleting;  increase in production needed",,"  Based on the information provided in the tweet, I would give it a check-worthiness score of 80. Here's the reasoning behind my score:Score: 80Reasoning:The tweet contains several verifiable factual claims, including:"
1234872193760129024,1,80,"Trump literally does not know how vaccines work.  ""You take a solid flu vaccine, you don't think that could have an impact or much of an impact on Corona?""  Medical professionals: ""No.""  #trumpviruscoverup #coronavirusseattle #supertuesday <link>",,"  Based on the information provided in the tweet, I would give it a check-worthiness score of 80. Here's why:Score: 80Reasoning:* The tweet contains a factual claim about the President's understanding of vacc"
1235305149981130757,1,80,". @realDonaldTrump  acted swiftly to limit travel to & from the affected regions, to quarantine Americans that had been to those regions, and to deny entry to foreign nationals from those regions. Those actions have proven critical for slowing spread of the #coronavirus to the U.S. <link>",,"  Based on the information provided in the tweet, I would give it a check-worthiness score of 80. Here's why:Reasoning:* The tweet makes a verifiable factual claim about the actions taken by President Trump to slow the spread of the coron"
1235134799121199105,0,,Can someone explain this so called co-incidence? #CoronaAlert https://t.co/cMC4mjfOsA,,"  Sure, I'd be happy to help you with that!The tweet you provided seems to be a news article sharing a link to an article on a website called ""CoronaAlert."" The tweet does not contain any false information or harmful claims that I can see, and it does not"
1235247452145451013,1,80,"People aren't surprised when I tell them there are 13,000 Covid-19 cases outside China, or when I tell them this number doubles every 3 days. But when I tell them that if growth continues at this rate, we'll have 1.7 million cases in 3 weeks, they're astonished.",,"  Based on the criteria you provided, I would give the following tweet a check-worthiness score of 80. Here's why:Score: 80Reasoning:This tweet appears to contain a verifiable factual claim, as it mentions a specific"
1235094882915471365,1,60,"Chinese scientists claim that the #COVID19 virus has probably genetically mutated to two variants: S-cov & L-cov. They believe the L-cov is more dangerous, featuring higher transmitibility and inflicting more harm on human respiratory system.",,"  Sure, I'd be happy to help you with that!After analyzing the tweet you provided, I would give it a check-worthiness score of 60. Here's why:Score: 60Reasoning:The tweet claims"
1235405659765534720,0,75,I tweeted yesterday asking how life could be permanently ‘reset’ due to the Covid-19 virus & since then my box has been flooded with hilarious memes. This one takes the prize—I mean pooch! <link>,,"  Sure, I can help you with that! Based on the information provided in the tweet, I would give it a check-worthiness score of 75. Here's why:Score: 75Reasoning:* The tweet contains a verifiable fact"
1234956181610823680,0,80,"If you want a really clear explanation of the new #coronavirus, listen to my latest guest on Common Sense, Joe Lhota, from NYU/Langone Hospital.  The origin, the symptoms, advice to minimize your chances of getting it, and the proper perspective.",,"  Thank you for providing me with the tweet to check. Based on the criteria you've outlined, I would give the tweet a check-worthiness score of 80. Here's why:Reasoning:* The tweet contains a verifiable factual claim"
1235309210667290628,1,60,"The US embassy in Tokyo exposed at least 5 employees to #coronavirus patients from the cruise ship Diamond Princess last month.  When they all asked to be tested, a top embassy official not only refused -- he also told them not to seek any outside testing. <link>",,"  Based on the information provided in the tweet, I would give it a check-worthiness score of 60. Here's why:Reasoning:* The tweet makes a factual claim about the US embassy in Tokyo exposing employees to coronavirus patients"
1234546210356154368,1,80,UNDERSTAND SOMETHING:  Donald Trump CLOSED the federal program that investigates infectious diseases and viruses in 2018.  He did it because Obama created it.   This is why a narcissistic psychopath can't be president.  #CoronaOutbreak <link>,,"  Sure, I'd be happy to help you with that!Based on the information provided in the tweet, I would give it a check-worthiness score of 80. Here's why:Reasoning:* The tweet makes a factual claim"
1235445761195696131,1,85,"We are eight weeks into this #COVID19 outbreak: yet we have identified the virus, we have the genetic sequence, PCR & serological assay in use. This wealth of knowledge is unprecedented for a new disease.  #coronavirus <link>",,"  Sure! Based on the information provided in the tweet, I would give it a check-worthiness score of 85. Here's my reasoning:Score: 85Reasoning:* The tweet contains a verifiable factual claim: The tweet"
1235203167127834625,1,80,Florida's surgeon general doesn't have a public health background.  Nor does his chief of staff.   And the deputy secretary in charge of the state's 67 county offices is vacant.   And the deputy secretary for health just started in November.  #coronavirus <link>,,"  Based on the information provided in the tweet, I would give it a check-worthiness score of 80.Here's my reasoning:* The tweet makes a factual claim about the background of Florida's surgeon general and chief of staff, which can be verified"
1234905840995491842,0,80,I am well and have continued my duties from home since my return from China as part of the WHO-China Mission on #COVID19  The rumour that I am sick or in quarantine is obviously false.  I look forward to returning to the office after 14 days of self-isolation,,"  Sure! Based on the criteria you provided, I would give the tweet a check-worthiness score of 80. Here's why:Reasoning:* The tweet makes a verifiable factual claim about the speaker's health and work status.* The"
1235411401532817409,0,80,"Greeting my good friends from the #US the #Taiwan way. Remember: to better prevent the spread of #COVID19, say no to a handshake & yes to this friendly gesture. Check it out:",,"  Thank you for providing the tweet for fact-checking. Based on the criteria you provided, I would give the tweet a check-worthiness score of 80. Here's the reasoning:Score: 80Reasoning:This tweet appears to"
1235279506648248321,1,80,"Today’s bipartisan, bicameral agreement on a $8.3 billion emergency #coronavirus response funding package will allow us to deliver the coordinated, whole-of-government response needed to keep Americans safe.",,"  Sure, I can help you with that! Based on the information provided in the tweet, I would give it a check-worthiness score of 80. Here's why:{ ""score"": 80, ""reasoning"": ""The tweet contains a verifiable factual"
1235794636481785857,0,80,"PLEASE RETWEET - DON'T PANIC! #CoronaVirus : Basic Protective Measures Avoid close contact with anyone, if you are experiencing cough and Fever.  #Corona #CoronaAlert #COVID19 <link>",,"  Sure, I can help you with that! Based on the tweet you provided, I would give it a check-worthiness score of 80. Here's why:Score: 80Reasoning:* The tweet contains a verifiable factual claim"
1235039773049278466,0,80,"Doctors, nurses and health workers in #Iran are risking their lives to fight #Coronavirus in a shortage of resources and equipment, but they are not losing their spirit. <link>",,"  Sure, I can help you with that! Here's my assessment of the tweet you provided:{""score"": 80, ""reasoning"": ""The tweet appears to contain a verifiable factual claim about doctors, nurses, and health workers in Iran risking"
1235285999355334663,0,70,"COVID-19 aside, the world would be a much better place if everyone would wash their hands more often",,"  Sure, I can help you with that!After analyzing the tweet you provided, I would give it a check-worthiness score of 70. Here's my reasoning:Score: 70Reasoning:This tweet appears to contain a"
1235178131880841216,0,70,"“It’s not important what famous people say... My opinion about corona, it's not important.""  Liverpool manager Jürgen Klopp says only “people with knowledge should talk about” the novel coronavirus outbreak. <link>",,"  Sure, I can help you with that!After reviewing the tweet you provided, I would give it a check-worthiness score of 70. Here's why:Score: 70Reasoning:* The tweet contains a verifiable"
1235207170322583553,0,85,"UPDATE on coronavirus (#COVID19) testing in the UK:  As of 9am 4 March 2020, a total of 16,659 people have been tested:  16,574 negative. 85 positive.  For latest information visit: https://gov.uk/coronavirus",,"  Sure, I can help you with that! Based on the information provided in the tweet, I would give it a check-worthiness score of 85. Here's why:Score: 85Reasoning:* The tweet contains a verifiable fact"
