event_id,claim,label,check_worthiness
149621,A list accurately portrays the NFL's history on free speech issues.,1,1.0
149667,"The Trump administration is building ""tent cities"" to house minor immigrants.",1,1.0
149885,Dogs can suffer chemical burns from chewing on tennis balls.,1,1.0
149948,"In June 2018, a reticulated python swallowed and killed a woman in an Indonesian village.",2,1.0
150029,Rob Rogers was fired by his newspaper after creating a cartoon which featured President Donald Trump snatching a child immigrant.,2,1.0
150047,An audio clip captured distressed immigrant children crying for their parents in a detention facility.,2,1.0
150241,"The Trump administration is paying Southwest Key $458 million to run immigrant child detention centers, and its CEO earns a $1.5 million salary.",2,1.0
150369,"First Lady Melania Trump wore a jacket with ""I DON'T REALLY CARE DO U?"" emblazoned on the back on her way to visit immigrant kids.",2,1.0
150384,"In June 2018, Oregon DOT employee Lori McAllen said immigrants into the United States should be shot at the border with Mexico.",2,1.0
150472,"In June 2018, a priest in France slapped a baby in the face during a baptism.",2,1.0
150972,U.S. border officials are now searching the cellphones of Canadian citizens entering the United States.,1,1.0
150974,Vice President Joe Biden was refused service at the Crumb and Get It cookie shop in 2012.,1,1.0
151491,Immigrant children separated from their parents and held in detention centers around the country are required in some cases to recite the Pledge of Allegiance daily.,1,1.0
151575,"A person can ""survive"" living on a diet of nothing but potatoes and butter.",2,1.0
151591,"Russell Walker, a candidate running as a Republican in the North Carolina general election, said 'God Is a Racist and White Supremacist' among other racist comments.",2,1.0
151596,"If Democrats gain a majority in the House of Representatives,  Maxine Waters could become chair of a committee that has the power to subpoena President Trump’s bank records.",2,1.0
151691,"A photograph shows two girls wearing ""Fuck Trump"" shirts.",1,1.0
151784,"The Obama administration gave 2,500 Iranians citizenship as part of nuclear deal negotiations.",1,1.0
151830,A lunar eclipse occurring on 27 July 2018 will be the longest duration total lunar eclipse of the 21st century.,2,1.0
151921,"Facebook (or its algorithms) flagged the Declaration of Independence as ""hate speech"" in July 2018.",1,1.0
151922,"Donald Trump donates his entire presidential salary and Melania Trump has a White House staff of only four, while President Obama donated nothing and First Lady Michelle Obama had a staff of 23.",1,1.0
152386,"A new U.S. Citizenship and Immigration Services task force is charged with identifying naturalized citizens who cheated on their applications and seeking the revocation of their citizenship, a process known as ""denaturalization.""",2,1.0
152438,President Donald Trump's administration said that employers are allowed to fire workers if they are gay.,1,1.0
152479,A viral video shows an Illinois man harassing a woman in a public park for wearing a t-shirt bearing the flag of Puerto Rico.,2,1.0
152952,"U.S. President Donald Trump told Prime Minister Theresa May he believes the terms ""U.K.,"" ""England"" and ""Great Britain"" can be used interchangeably.",1,1.0
152956,"Donald Trump broke royal protocol by arriving late to meet Queen Elizabeth, failing to bow, and walking in front of her.",1,1.0
153021,"The Trump administration made immigrants pay $800 for DNA tests in order to get back children taken under its ""zero tolerance"" policy.",1,1.0
153590,A Portland at gallery displayed an artwork that depicted President Trump's throat being slit with a knife.,2,1.0
153709,"FBI agent Peter Strzok II grew up in Iran; had a father who engaged in clandestine activities overseas under the guise of doing charitable work; served as a ""Middle East intel operative"" in the Obama administration; and was a CIA agent ""placed"" in the FBI to help Hillary Clinton win the presidency.",1,1.0
153733,Arizona State Senate candidate Bobby Wilson fatally shot his mother in 1963.,2,1.0
153778,Air conditioners that use the refrigerant Freon will have to be replaced by 2020.,1,1.0
153897,President Trump has called for the death penalty for pedophiles.,1,1.0
153932,"A Russian asbestos company placed a seal with the face of President Donald Trump on their product with the note ""Approved by Donald Trump, 45th President of the United States.""",2,1.0
154184,"In 1965 a 'grossly obese' man survived without eating for one year and 17 days, living entirely off his body fat and supplemental vitamins.",2,1.0
154245,"In July 2018, former Congresswoman Elizabeth Holtzman wrote a strongly-worded letter of resignation from the Homeland Security Advisory Council which went viral on social media.",2,1.0
154291,A 9-year-old boy suffered burns to his feet after the light-up soles on his Skechers shoes got wet.,1,1.0
154313,The #WalkAway Campaign used ads featuring stock photograph models and claimed they were Democrats leaving the party.,1,1.0
154941,"Rep. Jason Lewis (R-Minnesota) called for women to have a ""demure and fully-covered"" dress code.",1,1.0
155002,"A photograph showing an odd-looking, large bat with an elongated face known as a ""hammerhead bat.""",2,1.0
155145,"An impeached President could regain office by being pardoned, appointed to the vice presidency, and moving up through resignation.",1,1.0
155172,"The Obama administration approved the transfer of funding to the Islamic Relief Agency, a Sudan-based organization with ties to Al-Qaeda.",2,1.0
155381,"A pedophilia group put up a sign reading ""Pedophiles are People Too"" near a school in Oregon.",1,1.0
155456,"Celebrity chef Guy Fieri fed, or helped to feed, 5,000 people displaced by the 2018 Carr Fire in Shasta County, California.",2,1.0
155625,"Florida 19th Judicial Circuit judge Sherwood ""Chip"" Bauer gave a black man 26 years in prison and a white man two years' time served, for the same crime, in the same circumstances.",1,1.0
155867,"Americans can collect ""Federal Rent Checks"" by using Public Law 92-313 to their benefit.",1,1.0
155994,"A photograph shows two men wearing ""I'd Rather Be a Russian Than a Democrat"" shirts at a rally for President Trump.",2,1.0
156115,A photograph of a massive California wildfire captured the phenomenon of a 'firenado.',1,1.0
156540,'Clubbed' or curved fingernails are indicators of a serious underlying health issue.,1,1.0
156647,"In August 2018, adhesive replicas of President Donald Trump's recently-destroyed star were placed on the Walk of Fame on Hollywood Boulevard.",2,1.0
156733,"The cooking instructions on a bacon package advised consumers to ""contact your elected officials and complain"" if they ""don't know how to cook bacon.""",2,0.0
156925,"A ""Trump and Obama by the Numbers"" meme recounts accurate statistics about their job performances.",1,1.0
156965,"In 1943 the Supreme Court ruled that no one can be forced to participate in patriotic rituals such as the Pledge of Allegiance and the national anthem, so calling for NFL players to be fired for ""taking a knee"" in protest amounts to calling for the law to be broken.",1,1.0
156988,Astronaut Mark Kelly said President Trump's proposed 'Space Force' military branch was a dumb idea.,2,0.0
157013,We evaluate the claims made in a viral 2018 meme about the police shooting death of John Crawford III.,2,1.0
157314,"An animator for the ""My Little Pony"" cartoon series was arrested for child pornography, proving that the PedoGate conspiracy is real.",1,1.0
157490,"A ""liberal Democrat"" judge released on bond a Muslim extremist who trained children at a New Mexico compound to become school shooters.",1,1.0
157593,"U.S. Supreme Court nominee Brett Kavanaugh argued that disabled people could be forced to have elective surgeries, including abortions.",1,1.0
157642,The late songstress Aretha Franklin worked for Donald Trump on numerous occasions.,1,1.0
157695,Fox News included an image of singer Patti LaBelle instead of Aretha Franklin in a tribute piece after the latter's passing.,2,1.0
157809,Chelsea Clinton said that legalizing abortion created trillions of dollars worth of economic growth.,1,1.0
157917,President Donald Trump bore the cost of his then-adviser Omarosa Manigault Newman's April 2017 wedding.,1,1.0
158123,"The state of South Carolina executed 14-year-old George Stinney in 1944, but a judge from the same court declared his ""innocence"" in 2014.",2,1.0
158456,President Trump's long-time personal lawyer tweeted at Hillary Clinton that her room and board would be free in prison.,2,1.0
158499,"Retired Navy Admiral William McRaven wrote that he would ""consider it an honor"" if President Donald Trump revoked his security clearance.",2,1.0
158902,"In August 2018, President Donald Trump colored a stripe blue on a U.S. flag template.",1,1.0
158973,"Sen. Lindsey Graham called President Donald Trump a ""race-baiting xenophobic bigot"" in 2015 but in 2018 claimed that he had ""never heard him make a single racist statement.""",2,1.0
159188,A Twitter user jeopardized her NASA internship after unknowingly insulting a member of the National Space Council.,2,1.0
159359,"A young couple unable to conceive a child visited a fertility doctor, who discovered that they were engaging solely in anal sex.",1,1.0
159482,Tech billionaires such as Bill Gates and Steve Jobs advocated limiting children's use of technology.,2,1.0
159604,President Trump said that “everybody would be very poor” if he were impeached.,2,1.0
159948,"Senator John McCain's remains were carried to Washington, D.C., on a Boeing C-32A airplane commonly used as ""Air Force Two.""",2,1.0
160027,"Software developed by Ashton Kutcher's charity has helped rescue around 6,000 children from sex trafficking.",1,1.0
160055,A meme accurately compares police training and police killings in the United States and three Nordic countries.,1,1.0
160077,About 125 women took Mifepristone to terminate their pregnancies during a protest demanding the legalization of abortion in South Korea.,1,1.0
160271,"Nike workers in Vietnam earn 20 cents per hour, work 70 to 80 hours per week, and are 80 percent female.",1,1.0
160346,"Donald Trump once wrote that ""only the Obama White House can get away with attacking Bob Woodward.""",2,1.0
160375,"A 30-year-old woman was partially buried during a funeral service in 1915, only to be found alive inside the coffin by her grieving sister.",1,1.0
160418,"In September 2018, Taya Kyle posted a Facebook message that strongly criticized the tone and slogan of Nike's recently-unveiled campaign with Colin Kaepernick.",2,1.0
160675,"In September 2018, a company banned their employees from wearing Nike products in the workplace.",1,1.0
160874,"Colin Kaepernick made a $25,000 donation to an activist group named after Assata Shakur, who was convicted in the murder of a police officer.",2,1.0
160883,"In September 2018, Levi Strauss announced they would be partnering with businessman Michael Bloomberg to advocate for gun control policies.",2,1.0
160950,Detained immigrant children were strapped to chairs with bags over their heads.,2,1.0
161075,President Donald Trump's son Barron was once photographed wearing Nike brand shoes.,2,1.0
161157,"Warrick Dunn started a charitable program to house single-parent families in honor of his mother, a police officer who was killed when he was a teenager.",2,1.0
161183,Donald Trump and hundreds of his workers helped search the rubble for survivors after the September 11 terrorist attacks in Lower Manhattan.,1,1.0
161321,"Billy Graham's daughter, Anne Graham Lotz, said 9/11 was ""God's punishment"" for trans people, evolution, and secularism.",1,1.0
161342,"A photograph shows President Trump making a ""fist-pumping"" hand gesture at a memorial for 9/11 victims.",1,1.0
161417,"In September 2018, Pope Francis said, in effect, that exposing pedophile priests is Satan's work.",1,1.0
161471,"Inmates at Orleans Parish Prison spent several days in flooded cells while awaiting rescue after Hurricane Katrina, and hundreds of them disappeared.",1,1.0
161488,"In the event of a hurricane, mobile phone users can update their voicemail greetings even if they lose WiFi and cellular service.",1,1.0
161638,"In September 2018, Dana Loesch hosted an NRA television segment that showed Thomas the Tank Engine characters wearing digitally-added Ku Klux Klan hoods.",2,1.0
161639,"Nike sells shoes featuring an ""All-Seeing Eye"" symbol that represents satanism or the Illuminati.",2,1.0
161669,"Chelsea Clinton said it would be ""un-Christian"" to protect babies from abortion.",1,1.0
161698,"President Donald Trump once said that ""faith is more powerful than government.""",2,1.0
161959,"A photograph shows a woman named ""Brittany L"" on a hunting expedition, holding a recently-killed leopard.",2,1.0
161991,A photograph shows a bag of Skittles signed by George Zimmerman.,2,1.0
162023,Sen. Ted Cruz's campaign has sent fundraising letters with an envelope made up to resemble a legal summons.,2,1.0
162157,"As of September 2018, Coca-Cola was in talks with Aurora Cannabis over the production of cannabis-infused beverages.",1,1.0
162252,"President Donald Trump appointed a Native American to run the Bureau of Indian Affairs, for the first time in U.S. history.",1,1.0
162563,Ilhan Omar took part in her swearing-in to the Minnesota House of Representatives with her hand on a Quran.,1,1.0
162645,One of Senator Dianne Feinstein's staffers in California was a spy who reported sensitive information to Chinese contacts.,1,1.0
162719,"Ann Coulter posted a tweet stating that ""men have no choice but to rape because they have no opportunities to date attractive women?.""",2,1.0
162746,"Rev. Franklin Graham said ""attempted rape is not a crime"" and that Brett Kavanaugh ""respected"" his victim by ""not finishing.""",1,1.0
162808,A video shows a priest aggressively dunking a baby underwater during a baptism ceremony.,1,1.0
162863,"In 45 states, doctors and medical students are legally allowed to practice pelvic exams on patients who are under anesthesia without being granted explicit consent to do so.",2,1.0
163075,"The six Republican ""ranking members"" of the Senate Judiciary Committee voted against the reauthorization of the Violence Against Women Act in 2013.",2,1.0
163080,Senator Richard Blumenthal misrepresented his record of military service during the Vietnam War.,2,1.0
163082,A 26-year-old man named Alex Smith of Minneapolis died because he had aged out of his mother's health insurance and couldn't afford insulin.,2,1.0
163202,"Six of Arizona Rep. Paul Gosar's siblings appeared in a political commercial endorsing his opponent, David Brill.",2,1.0
163257,"President Donald Trump declared 4 October ""Bring Your Bible to School Day.""",1,1.0
163304,"President Trump said ""I met with the president of the Virgin Islands,"" a U.S. territory of which Trump is the chief of state.",2,1.0
163425,Amazon paid zero dollars in federal income tax in 2017.,2,1.0
163819,Kavanaugh accuser Julie Swetnick has a restraining order against her from an ex-boyfriend.,1,1.0
163870,Law enforcement officials said parents should be worried about sexual predators using gaming apps such as Fortnite to groom children.,2,1.0
164134,"An photograph shows Donald Trump's mother, Mary Anne MacLeod Trump.",2,1.0
164358,"A photograph shows the Arch of Baal erected on the National Mall in Washington, D.C.",2,1.0
164542,"An image comparison shows Donald Trump and various politicians in similar poses to characters from the movie ""Back to the Future.""",2,1.0
164566,"When President George W. Bush nominated him to the DC Circuit in 2003, Brett Kavanaugh had never tried a case in court and was promoted from a law clerk to a judgeship.",1,1.0
164635,"Judge Kavanaugh, if confirmed to the Supreme Court, could be a deciding vote on a case that has the potential to dramatically increase the power of the presidential pardon.",2,1.0
164786,A GoFundMe page was established to collect donations for embattled Supreme Court nominee Brett Kavanaugh.,2,1.0
164788,"At least 100,000 churches called for the withdrawal of Brett Kavanaugh's Supreme Court nomination.",1,1.0
164911,"While boarding Air Force One in Minneapolis, Minnesota, on 4 October 2018, President Donald Trump had paper stuck to his shoe.",2,1.0
164954,"On 30 September 2018, the administration of President Donald Trump allowed the Violence Against Women Act to expire.",1,1.0
165225,"A Welch's Fruit Snack piece was discovered to contain a ""dehydrated tapeworm.""",1,1.0
165330,"Judge Brett Kavanaugh once ruled that a teenage immigrant who had been raped must take time to ""think maturely"" before undergoing an abortion.",1,1.0
165431,The Forest Hill High School band performed a half-time show that depicted police officers being shot.,2,1.0
165462,"Republican Eric Barber ""celebrated"" Brett Kavanaugh's Supreme Court confirmation by telling women to ""get your coat hangers ready.""",1,1.0
165533,"Senator Lindsey Graham once said that Republicans would ""get destroyed"" if they nominated Donald Trump as their presidential candidate.",2,1.0
165663,"Socialist teachers at South Charlotte Middle School put the message ""Fuck Kavanaugh"" on the school's sign.",1,1.0
165706,Heather Bresch is the daughter of West Virgnia Democrat Joe Manchin.,2,1.0
165737,"President Eisenhower said that a political party must be dedicated to the advancement of a moral cause, otherwise it is just a conspiracy to seize power.",2,1.0
165739,Laws in some areas limit trick-or-treating to children 12 and younger.,1,1.0
165839,Gay men incarcerated in Nazi concentration camps during World War II were forced back into prison even after the Allied forces won that conflict.,2,1.0
165926,The Union County Sheriff's Department in Arkansas dressed numerous arrestees in Nike shirts for their mugshots as a jab at the company.,1,1.0
166015,"A video shows Democrats, referred to as an ""angry left-wing mob"" by President Trump, committing various acts of violence.",1,1.0
166216,"In November 2012, Donald Trump proclaimed on Twitter that ""If the Dow drops 1,000 points in two days the President should be impeached immediately!""",1,1.0
166323,Cream of tartar is an effective treatment for migraine headaches.,1,1.0
166350,The United States has “dropped off” a list of the 20 most democratic countries in the world.,2,1.0
166453,"A photograph shows American neo-Nazis performing a Nazi salute in front of a burning swastika in Draketown, Georgia, in 2018.",2,1.0
166475,President Donald Trump offered to donate $1 million to a charity of Sen. Elizabeth Warren's choice if she would take a DNA test to demonstrate that she had Native American ancestry.,2,1.0
